Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc
1056101018860002,1,5,61,1,1886,2,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015001037840001,23,1,50,1,3784,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13135502219950008,13,13,55,2,21995,8,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11105303006900010,11,10,53,3,690,10,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015503000010015,23,1,55,3,1,15,0,,,,,,,,,,,,,,,
17025601063440001,17,2,56,1,6344,1,0,,,,,,,,,,,,,,,
2015101004250003,2,1,51,1,425,3,0,,,,,,,,,,,,,,,
18016201025400009,18,1,62,1,2540,9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11115401010770003,11,11,54,1,1077,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14065201054460003,14,6,52,1,5446,3,0,,,,,,,,,,,,,,,
17035201258820001,17,3,52,1,25882,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17075001154750001,17,7,50,1,15475,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19025003007430014,19,2,50,3,743,14,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13145002160540005,13,14,50,2,16054,5,0,,,,,,,,,,,,,,,
16025101043110001,16,2,51,1,4311,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11015001066300001,11,1,50,1,6630,1,0,,,,,,,,,,,,,,,
17017101164670001,17,1,71,1,16467,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22015104002540011,22,1,51,4,254,11,0,,,,,,,,,,,,,,,
18055104000150005,18,5,51,4,15,5,0,,,,,,,,,,,,,,,
23015501005370001,23,1,55,1,537,1,0,,,,,,,,,,,,,,,
2055501112500008,2,5,55,1,11250,8,0,,,,,,,,,,,,,,,
6035301087750001,6,3,53,1,8775,1,0,,,,,,,,,,,,,,,
13165302241940002,13,16,53,2,24194,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8045302133000001,8,4,53,2,13300,1,0,,,,,,,,,,,,,,,
2025004000500012,2,2,50,4,50,12,0,,,,,,,,,,,,,,,
1045001244620012,1,4,50,1,24462,12,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18025401074660002,18,2,54,1,7466,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
10045901132280003,10,4,59,1,13228,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6075401016380001,6,7,54,1,1638,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3055001032640004,3,5,50,1,3264,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17025001091890003,17,2,50,1,9189,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2055401127440009,2,5,54,1,12744,9,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11035104001250012,11,3,51,4,125,12,0,,,,,,,,,,,,,,,
15015801044760003,15,1,58,1,4476,3,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065301034040001,10,6,53,1,3404,1,0,,,,,,,,,,,,,,,
12075202036970024,12,7,52,2,3697,24,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13175202030080001,13,17,52,2,3008,1,0,,,,,,,,,,,,,,,
18065201093360001,18,6,52,1,9336,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9025002074100006,9,2,50,2,7410,6,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12075202036970020,12,7,52,2,3697,20,0,,,,,,,,,,,,,,,
6105002000430007,6,10,50,2,43,7,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8015402073310002,8,1,54,2,7331,2,0,,,,,,,,,,,,,,,
12055302036170010,12,5,53,2,3617,10,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115002143130001,9,11,50,2,14313,1,0,,,,,,,,,,,,,,,
10065201027710001,10,6,52,1,2771,1,0,,,,,,,,,,,,,,,
13115102177000005,13,11,51,2,17700,5,0,,,,,,,,,,,,,,,
1075001206870001,1,7,50,1,20687,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5055001190580008,5,5,50,1,19058,8,0,,,,,,,,,,,,,,,
9205302112240003,9,20,53,2,11224,3,0,,,,,,,,,,,,,,,
1025001205050002,1,2,50,1,20505,2,0,,,,,,,,,,,,,,,
24015204000520005,24,1,52,4,52,5,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7105101113040001,7,10,51,1,11304,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17016901086430001,17,1,69,1,8643,1,0,,,,,,,,,,,,,,,
9205302112240001,9,20,53,2,11224,1,0,,,,,,,,,,,,,,,
4055301064080004,4,5,53,1,6408,4,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
14025501091460003,14,2,55,1,9146,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115402119240001,9,11,54,2,11924,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035201137030002,10,3,52,1,13703,2,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1015701021550001,1,1,57,1,2155,1,0,,,,,,,,,,,,,,,
11145301124810003,11,14,53,1,12481,3,0,,,,,,,,,,,,,,,
4045001055670002,4,4,50,1,5567,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115402133430005,9,11,54,2,13343,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17025301023610012,17,2,53,1,2361,12,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8055602015380001,8,5,56,2,1538,1,0,,,,,,,,,,,,,,,
5016201044020001,5,1,62,1,4402,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7065401002450001,7,6,54,1,245,1,0,,,,,,,,,,,,,,,
10015201140500003,10,1,52,1,14050,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6075401005530001,6,7,54,1,553,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11025001180440003,11,2,50,1,18044,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17016301136280006,17,1,63,1,13628,6,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17055001230200001,17,5,50,1,23020,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21015304001870001,21,1,53,4,187,1,0,,,,,,,,,,,,,,,
2075002000470010,2,7,50,2,47,10,0,,,,,,,,,,,,,,,
8045002146960003,8,4,50,2,14696,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7105402026450002,7,10,54,2,2645,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13025103016930013,13,2,51,3,1693,13,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13135302227470007,13,13,53,2,22747,7,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5015901031470003,5,1,59,1,3147,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11095001091630001,11,9,50,1,9163,1,0,,,,,,,,,,,,,,,
1016101137350003,1,1,61,1,13735,3,0,,,,,,,,,,,,,,,
5035104000950040,5,3,51,4,95,40,0,,,,,,,,,,,,,,,
5045001150580006,5,4,50,1,15058,6,0,,,,,,,,,,,,,,,
21055001001090001,21,5,50,1,109,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035201251260010,17,3,52,1,25126,10,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24015504000390001,24,1,55,4,39,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21045304004160004,21,4,53,4,416,4,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17016601206710001,17,1,66,1,20671,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17045301120080003,17,4,53,1,12008,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14025301097330001,14,2,53,1,9733,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14025301097060001,14,2,53,1,9706,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14025301097340001,14,2,53,1,9734,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6105002000100001,6,10,50,2,10,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11045001148430002,11,4,50,1,14843,2,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22035002004320016,22,3,50,2,432,16,0,,,,,,,,,,,,,,,
14125002015710001,14,12,50,2,1571,1,0,,,,,,,,,,,,,,,
8025402007590001,8,2,54,2,759,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PRIVADO
6065103004470018,6,6,51,3,447,18,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035201252140001,17,3,52,1,25214,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025004000500009,2,2,50,4,50,9,0,,,,,,,,,,,,,,,
4016101044770003,4,1,61,1,4477,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13105102250880038,13,10,51,2,25088,38,0,,,,,,,,,,,,,,,
9105002099970012,9,10,50,2,9997,12,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025001169280001,2,2,50,1,16928,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14015601026300003,14,1,56,1,2630,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18075001056210042,18,7,50,1,5621,42,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11145201127040005,11,14,52,1,12704,5,0,,,,,,,,,,,,,,,
11015901027050002,11,1,59,1,2705,2,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18055104000150006,18,5,51,4,15,6,0,,,,,,,,,,,,,,,
11035301065980001,11,3,53,1,6598,1,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5045701109620001,5,4,57,1,10962,1,0,,,,,,,,,,,,,,,
2015901031330001,2,1,59,1,3133,1,0,,,,,,,,,,,,,,,
2016001010710004,2,1,60,1,1071,4,0,,,,,,,,,,,,,,,
13115002205880012,13,11,50,2,20588,12,0,,,,,,,,,,,,,,,
17045001109420004,17,4,50,1,10942,4,0,,,,,,,,,,,,,,,
13135502218160002,13,13,55,2,21816,2,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6035301058880001,6,3,53,1,5888,1,0,,,,,,,,,,,,,,,
2025001164260006,2,2,50,1,16426,6,0,,,,,,,,,,,,,,,
2025004000400030,2,2,50,4,40,30,0,,,,,,,,,,,,,,,
2055301151650001,2,5,53,1,15165,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17025001135990004,17,2,50,1,13599,4,0,,,,,,,,,,,,,,,
19045101009140001,19,4,51,1,914,1,0,,,,,,,,,,,,,,,
8045302127130007,8,4,53,2,12713,7,0,,,,,,,,,,,,,,,
12095002075620005,12,9,50,2,7562,5,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12075302073210001,12,7,53,2,7321,1,0,,,,,,,,,,,,,,,
11075301140660003,11,7,53,1,14066,3,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035201132020002,10,3,52,1,13202,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015503000210004,23,1,55,3,21,4,0,,,,,,,,,,,,,,,
6075401007900004,6,7,54,1,790,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4055401059080003,4,5,54,1,5908,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13045202050730001,13,4,52,2,5073,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19025001031410005,19,2,50,1,3141,5,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3035404000620004,3,3,54,4,62,4,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14025201089650002,14,2,52,1,8965,2,0,,,,,,,,,,,,,,,
2055001130670004,2,5,50,1,13067,4,0,,,,,,,,,,,,,,,
10035701060690002,10,3,57,1,6069,2,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21045002041190005,21,4,50,2,4119,5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1085001241070004,1,8,50,1,24107,4,0,,,,,,,,,,,,,,,
12065104000040031,12,6,51,4,4,31,0,,,,,,,,,,,,,,,
21015604002750012,21,1,56,4,275,12,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2075002001700015,2,7,50,2,170,15,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6095601000490001,6,9,56,1,49,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6025001132600002,6,2,50,1,13260,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9275001000510002,9,27,50,1,51,2,0,,,,,,,,,,,,,,,
17017201047710001,17,1,72,1,4771,1,0,,,,,,,,,,,,,,,
1045001269960007,1,4,50,1,26996,7,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14015601026300002,14,1,56,1,2630,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17015401087800003,17,1,54,1,8780,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8075202067890006,8,7,52,2,6789,6,0,,,,,,,,,,,,,,,
7035101075410001,7,3,51,1,7541,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14015301034620015,14,1,53,1,3462,15,0,,,,,,,,,,,,,,,
23015603002400002,23,1,56,3,240,2,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12085002069670011,12,8,50,2,6967,11,0,,,,,,,,,,,,,,,
15075401005220001,15,7,54,1,522,1,0,,,,,,,,,,,,,,,
13115102177240003,13,11,51,2,17724,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8045502156330004,8,4,55,2,15633,4,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5055001179560001,5,5,50,1,17956,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4035201026970006,4,3,52,1,2697,6,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035001241770002,17,3,50,1,24177,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4015001015530002,4,1,50,1,1553,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065301032770005,10,6,53,1,3277,5,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13175003002190001,13,17,50,3,219,1,0,,,,,,,,,,,,,,,
17075003006170005,17,7,50,3,617,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015001063900001,23,1,50,1,6390,1,0,,,,,,,,,,,,,,,
15035201026800001,15,3,52,1,2680,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12095002060260001,12,9,50,2,6026,1,0,,,,,,,,,,,,,,,
23015601105260004,23,1,56,1,10526,4,0,,,,,,,,,,,,,,,
12095002064400007,12,9,50,2,6440,7,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035001260160011,17,3,50,1,26016,11,0,,,,,,,,,,,,,,,
6015301041210024,6,1,53,1,4121,24,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9095002102860002,9,9,50,2,10286,2,0,,,,,,,,,,,,,,,
8075202058950006,8,7,52,2,5895,6,0,,,,,,,,,,,,,,,
4055001070420005,4,5,50,1,7042,5,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9085202011080008,9,8,52,2,1108,8,0,,,,,,,,,,,,,,,
5025101070310010,5,2,51,1,7031,10,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4045001062760005,4,4,50,1,6276,5,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13175102000230006,13,17,51,2,23,6,0,,,,,,,,,,,,,,,
4015001022030001,4,1,50,1,2203,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8056003001650001,8,5,60,3,165,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13045102054240001,13,4,51,2,5424,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8045002133200003,8,4,50,2,13320,3,0,,,,,,,,,,,,,,,
17035001249000002,17,3,50,1,24900,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13045202042190004,13,4,52,2,4219,4,0,,,,,,,,,,,,,,,
2015501036530003,2,1,55,1,3653,3,0,,,,,,,,,,,,,,,
16016201042540002,16,1,62,1,4254,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7035001066320001,7,3,50,1,6632,1,0,,,,,,,,,,,,,,,
17018003002640001,17,1,80,3,264,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9125002087370004,9,12,50,2,8737,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13115002205250011,13,11,50,2,20525,11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2045001068570002,2,4,50,1,6857,2,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1085401222670002,1,8,54,1,22267,2,0,,,,,,,,,,,,,,,
10025101072350002,10,2,51,1,7235,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17015801052780005,17,1,58,1,5278,5,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12135002052260011,12,13,50,2,5226,11,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015501054880002,2,1,55,1,5488,2,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035202000760001,10,3,52,2,76,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065201023300002,10,6,52,1,2330,2,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7035001075010005,7,3,50,1,7501,5,0,,,,,,,,,,,,,,,
12115002021980003,12,11,50,2,2198,3,0,,,,,,,,,,,,,,,
9115402131830001,9,11,54,2,13183,1,0,,,,,,,,,,,,,,,
23015701124840001,23,1,57,1,12484,1,0,,,,,,,,,,,,,,,
17085001064740001,17,8,50,1,6474,1,0,,,,,,,,,,,,,,,
1015901037980008,1,1,59,1,3798,8,0,,,,,,,,,,,,,,,
10025001084370003,10,2,50,1,8437,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5065101085010007,5,6,51,1,8501,7,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025004000410014,2,2,50,4,41,14,0,,,,,,,,,,,,,,,
17018003002830001,17,1,80,3,283,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12025202121450007,12,2,52,2,12145,7,0,,,,,,,,,,,,,,,
9115002146540007,9,11,50,2,14654,7,0,,,,,,,,,,,,,,,
10045001119690005,10,4,50,1,11969,5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17017801062780006,17,1,78,1,6278,6,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8045502157320003,8,4,55,2,15732,3,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015001063780001,23,1,50,1,6378,1,0,,,,,,,,,,,,,,,
10035501088600003,10,3,55,1,8860,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6075601010470008,6,7,56,1,1047,8,0,,,,,,,,,,,,,,,
23015001045570001,23,1,50,1,4557,1,0,,,,,,,,,,,,,,,
13225002107660002,13,22,50,2,10766,2,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14065201054750004,14,6,52,1,5475,4,0,,,,,,,,,,,,,,,
13035702141050003,13,3,57,2,14105,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17016801015030002,17,1,68,1,1503,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12095002054210003,12,9,50,2,5421,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13175102012160001,13,17,51,2,1216,1,0,,,,,,,,,,,,,,,
12095002079780001,12,9,50,2,7978,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13175202041310002,13,17,52,2,4131,2,0,,,,,,,,,,,,,,,
10035201110150001,10,3,52,1,11015,1,0,,,,,,,,,,,,,,,
11155001173030003,11,15,50,1,17303,3,0,,,,,,,,,,,,,,,
8065202047790002,8,6,52,2,4779,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
