identificador,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr
9095002116230002,0,0,,,0,0,0,
9095002116230003,0,0,,,0,0,0,
9095002116230004,0,0,,,0,0,0,
9095002116230005,0,0,,,0,1,0,
9095002118680001,0,0,,,1,0,0,
9095002118680002,0,0,,,1,1,0,
9095002118680003,0,0,,,0,0,0,
9095002118680004,0,0,,,0,1,0,
9095002118680005,0,0,,,0,0,0,
9095002118680006,0,0,,,0,0,0,
9095002119060001,0,0,,,1,1,1,
9095002119060002,0,0,1.0,,0,1,1,
9095002120670001,0,0,,,0,0,0,
9095002120670002,0,0,,,0,0,0,
9095002120670003,0,0,,,0,0,0,
9095002122420001,0,0,,,0,1,0,
9095002122420002,0,0,,,0,1,0,
9095002122420003,0,0,1.0,0.0,0,1,0,1.0
9095002122420004,0,0,,,0,1,0,
9095002122420005,0,0,,,0,1,0,
9095002124040001,0,0,0.0,,0,1,1,
9095002124040002,0,0,,0.0,0,1,0,0.0
9095002124040004,0,0,0.0,0.0,0,1,0,0.0
9095002124040005,0,0,,,0,1,0,
9095002124040006,0,0,,,0,1,0,
9095002124260001,0,0,,,0,1,0,
9095002124260002,0,0,,,0,1,0,
9095002124260003,0,0,,,0,1,0,
9095002124260004,0,0,,,0,1,0,
9095002127570001,0,0,1.0,,0,0,0,
9095002127570002,0,0,,0.0,0,0,0,0.0
9095002129140001,0,0,,,0,1,0,
9095002129140002,0,0,,,0,0,0,
9095002129140003,0,0,,,0,1,0,
9095002129140004,0,0,,,0,1,0,
9095002129140005,0,0,,,0,1,0,
9095003013860005,0,0,,,0,1,0,
9095003013860006,0,0,,,0,1,0,
9095003013860009,0,0,,,0,1,0,
9095003013860010,0,0,,,0,1,0,
9095003013860012,0,0,,,0,1,0,
9095051000993406,0,0,0.0,0.0,1,1,1,0.0
9095052000990250,0,1,,,0,1,0,
9095052000990251,1,1,,,0,1,1,
9095052000990254,1,1,,,0,1,1,
9095052000990256,1,1,,,0,1,1,
9095052000990266,1,1,,,0,1,1,
9095052000990282,1,1,,,0,1,1,
9095052000990283,1,1,,,1,1,1,
9095052000990300,1,1,,,0,1,1,
9095052000990310,1,1,,,0,1,1,
9095054000992216,0,0,,,1,1,0,
9095056000993432,0,0,,,0,1,1,
9095056000993448,0,0,,,0,1,1,
9095056000993450,0,0,,,0,1,1,
9095056000993451,0,0,,,0,1,1,
9095056000993456,0,0,,,0,1,1,
9095056000993474,0,0,,,0,1,1,
9095056000993481,0,0,1.0,,0,1,1,
9095060000990017,0,0,,,1,1,1,
9095060000990059,0,0,,,1,1,1,
9095060000990109,0,0,,,0,0,0,
9095061000992318,0,0,,,0,0,0,
9095061000992375,0,0,,,0,1,0,
9095061000992433,0,0,,,0,0,0,
9095061000993216,0,0,,,0,0,0,
9095062000990347,0,0,,,0,0,0,
9095062000990405,0,0,,,0,0,0,
9095064000991014,0,0,,,0,0,0,
9095064000991015,0,0,,,0,0,0,
9095064000991016,0,0,,,0,0,0,
9095064000991017,0,0,,,0,1,0,
9095064000991018,0,0,,,0,0,0,
9095064000991149,1,1,,,0,1,1,
9105002099970001,0,0,,,0,1,0,
9105002099970002,0,0,,,0,1,0,
9105002099970003,0,0,,,0,1,0,
9105002099970004,0,0,,,0,1,0,
9105002099970005,0,0,,,0,1,0,
9105002099970006,0,0,,,0,1,0,
9105002099970007,0,0,,,0,1,0,
9105002099970008,0,0,,,0,1,0,
9105002099970009,0,0,,,0,1,0,
9105002099970010,0,0,,,0,1,0,
9105002099970011,0,0,,,0,1,0,
9105002099970012,0,0,,,0,1,0,
9105002099970013,0,1,,,0,1,1,
9105003010210001,0,0,,,0,1,1,
9105003010210002,0,0,,,0,1,1,
9105003010210003,0,0,,,0,1,0,
9105003010210004,0,0,,,0,1,0,
9105003010210005,0,0,,,0,1,0,
9105003010210006,0,0,,,0,1,1,
9105003010210007,0,0,,,0,1,1,
9105003010210008,0,0,,,0,0,0,
9105003010210009,0,1,,,0,1,1,
9105003010210010,0,0,,,0,1,1,
9105003010210011,0,0,,,0,1,0,
9105003010210012,0,0,,,0,1,0,
9105003010210013,0,0,,,0,1,1,
9105003010210014,0,0,,,0,1,0,
9105003010210015,0,0,,,0,1,0,
9105003010210016,0,0,,,0,0,0,
9105003010210017,0,0,,,0,0,0,
9105003010210018,0,0,,,0,0,0,
9105003011090001,0,0,,,0,1,0,
9105003011090002,0,0,,,0,1,0,
9105003011090003,0,0,,,0,1,0,
9105003011090004,0,0,,,0,1,0,
9105003011090005,0,0,,,0,1,0,
9105003011090006,0,0,,,0,1,0,
9105003011090007,0,0,,,0,0,0,
9105003011090008,0,0,,,0,1,0,
9105003011090009,0,0,,,0,1,0,
9105003011090010,0,0,,,0,0,0,
9105003011090011,0,0,,,0,0,0,
9105003011090012,0,0,,,0,0,0,
9105003011090013,0,0,,,0,1,0,
9105003011090014,0,0,,,0,0,0,
9105003011090015,0,0,,,0,1,0,
9105003011090016,0,0,1.0,0.0,0,0,0,0.0
9105003011090017,0,0,,,0,1,0,
9105003011090018,0,0,1.0,0.0,0,1,0,1.0
9105056000993426,1,1,1.0,,0,0,1,
9105062000990460,0,0,,,0,1,1,
9105064000990993,0,0,,,0,0,0,
9105064000990996,0,0,,,0,0,0,
9105064000990997,0,0,,,0,0,0,
9105064000990999,0,0,,,0,0,0,
9105152000990173,1,1,,,0,1,1,
9105152000990196,1,1,,,1,1,1,
9105152000990279,1,1,,,1,1,1,
9105162000990521,0,0,,,0,0,0,
9105452000990160,1,1,,,0,1,1,
9105452000990301,1,1,,,0,1,1,
9105462000990386,0,0,,,0,1,0,
9105463000993485,0,0,,,1,1,1,
9115001001370001,0,0,,,0,1,0,
9115001001370002,0,0,,,0,1,0,
9115001001370003,0,0,,,0,1,0,
9115001001370004,0,0,,,0,0,0,
9115001001610001,0,0,,,0,0,0,
9115002141600001,0,0,,,0,0,0,
9115002141600002,1,1,,,0,1,0,
9115002141600003,1,1,,,0,1,0,
9115002143110001,0,0,,,0,1,1,
9115002143130001,0,0,,,0,1,1,
9115002143130002,0,0,,0.0,0,1,0,0.0
9115002143130003,0,0,,,1,0,0,
9115002143130004,0,0,,0.0,0,1,0,0.0
9115002143130005,0,0,,0.0,0,1,0,0.0
9115002143660001,0,0,1.0,0.0,1,1,0,1.0
9115002143660003,0,0,,,1,0,0,
9115002143660004,0,0,,,1,1,0,
9115002143660005,0,0,,,1,0,0,
9115002143660006,0,0,,0.0,1,1,0,0.0
9115002146540001,0,0,,,0,0,0,
9115002146540002,0,0,,,0,0,0,
9115002146540003,0,0,,,0,0,0,
9115002146540004,0,0,,,0,1,0,
9115002146540005,0,0,,,0,0,0,
9115002146540006,0,0,,,0,0,0,
9115002146540007,0,0,,,0,1,0,
9115002146540008,0,0,,,1,1,0,
9115002147750001,0,0,,,0,1,0,
9115002147750002,0,0,,,1,1,0,
9115002147750003,0,0,,,1,1,0,
9115002147750004,0,0,,,1,1,0,
9115002147750005,0,0,,,0,1,0,
9115002147750006,0,0,,,1,0,0,
9115002147750007,0,0,,,1,1,0,
9115002147750008,0,0,,,1,0,0,
9115002147750009,0,0,,,1,1,0,
9115002147750010,0,0,,,0,1,0,
9115002147750011,0,1,,,0,1,1,
9115002147750012,0,0,,,0,1,0,
9115002147970001,0,1,,,0,1,1,
9115002148590001,0,0,,,0,1,0,
9115002148590003,0,0,,,1,1,0,
9115002148590004,0,0,,,0,1,0,
9115002148590005,0,0,,,0,1,0,
9115002148590006,0,0,,,1,0,0,
9115002148590007,0,0,,,1,1,0,
9115002148590010,0,0,,,0,0,0,
9115002148590011,0,0,,,0,0,0,
9115002148590012,0,0,,,0,0,0,
9115002148590014,0,0,,,1,1,0,
9115002149020001,0,0,,,1,1,0,
9115002149020002,0,0,,,1,0,0,
9115002149020003,0,0,,,1,1,0,
9115004002790001,0,0,,,0,1,0,
9115004002790003,0,0,,,0,0,0,
9115004002790009,0,0,,,0,0,0,
9115052000990217,0,0,,,0,1,1,
9115052000990225,0,0,,,0,1,1,
9115052000990239,0,0,,,0,1,1,
9115054000992194,0,0,,,0,1,0,
9115054000992196,0,0,,,0,1,1,
9115054000992205,0,0,,,0,1,1,
9115054000992210,0,0,,,0,0,0,
9115054000992219,0,0,,,0,1,1,
9115054000992225,0,0,,,0,1,1,
9115054000992232,0,0,,,0,0,1,
9115054000992242,0,1,,,0,1,1,
9115054000994041,0,0,,,0,1,0,
9115054000994049,0,0,,,0,1,0,
9115054000994066,0,0,,,0,1,0,
9115054000994078,0,0,,,0,1,0,
9115054000994107,0,0,,,0,1,0,
9115061000992487,0,0,,,0,1,1,
9115062000990499,0,0,,,0,1,0,
9115062000990562,0,0,,,1,1,1,
9115102138240001,1,1,,,1,1,0,
9115102138240002,0,0,,,0,1,0,
9115102138240003,0,0,,,0,0,0,
9115102138240004,0,0,,,0,1,0,
9115102138240005,0,0,,,0,1,0,
9115102138240006,0,0,,,1,1,0,
9115102138240007,0,0,,,0,1,0,
9115102138240008,0,0,,,1,1,0,
9115102138240009,0,0,,,1,1,0,
9115102138240010,0,0,,,0,1,0,
9115102138240011,0,0,,,0,0,0,
9115102138240012,0,0,,,0,0,0,
9115102138240013,0,0,,,0,1,0,
9115102138240014,0,0,,,0,1,0,
9115102138240015,1,1,,,1,1,1,
9115102138240016,0,0,,,1,1,1,
9115102138240017,0,0,,,0,1,0,
9115102138240018,0,0,,,1,1,0,
9115102139290001,1,1,,,0,0,0,
9115102139290002,1,1,,,0,1,0,
9115102139290003,0,0,,,1,1,0,
9115102139290004,0,0,,,1,1,0,
9115102139810001,0,0,,,0,1,0,
9115102141510001,0,0,,,1,1,1,
9115102141510002,0,0,,,1,1,1,
9115152000990291,1,1,,,0,1,1,
9115154000992201,0,0,,,1,1,0,
9115154000992224,1,1,,,0,1,1,
9115154000994054,0,0,,,0,0,0,
9115202135260001,1,1,,,0,1,1,
9115202135260002,1,1,,,0,0,0,
9115202135260003,0,0,,,0,1,1,
9115202137030001,0,0,,,1,1,0,
9115202137030002,0,0,,,0,0,0,
9115202137030003,0,0,,,0,1,0,
9115202137030004,0,0,,,0,0,0,
9115202137030005,0,0,,,0,0,0,
9115202137030006,0,0,,,0,0,0,
9115202137030007,0,0,,,0,1,0,
9115202137030008,0,0,,,1,1,0,
9115202137030009,0,0,,,0,0,0,
9115202137030011,0,0,,,0,0,0,
9115202137030012,0,0,,,0,0,0,
9115202137030013,0,0,,,1,0,1,
9115202137030014,0,0,,,0,0,0,
9115202137030015,0,0,,,0,0,0,
9115202137030016,0,0,,,0,0,0,
9115202137030017,1,1,,,0,0,0,
9115202137030018,0,0,,,0,0,0,
9115202140730001,0,0,,,1,1,0,
9115202140730002,0,0,,,1,1,0,
9115202140730004,0,0,,,0,1,0,
9115202140730005,0,0,,,1,1,0,
9115202140730006,0,0,,,1,1,0,
9115254000994074,0,0,,,0,0,0,
9115254000994109,0,0,,,1,1,0,
9115256000993437,0,0,1.0,,0,1,1,
9115257000992279,0,0,,,0,1,0,
9115259000990572,0,0,1.0,,0,1,0,
9115261000992468,0,0,,,0,1,1,
9115261000992519,0,0,,,0,0,0,
9115302143000001,1,1,,,1,1,0,
9115352000990165,1,1,,,0,1,1,
9115352000990206,1,1,,,0,1,1,
9115352000990265,1,1,,,0,1,1,
9115352000990286,1,1,,,0,1,1,
9115352000990304,1,1,,,0,1,1,
9115361000992325,0,0,,,0,1,1,
9115361000992682,0,0,1.0,,0,1,1,
9115402117690001,0,0,0.0,0.0,0,1,0,1.0
9115402119240001,0,0,1.0,,0,1,1,
9115402120050001,0,0,1.0,0.0,1,1,1,1.0
9115402120050003,0,0,1.0,0.0,1,1,1,1.0
9115402120050004,0,0,0.0,0.0,1,1,0,1.0
9115402120050005,0,0,0.0,0.0,1,1,1,1.0
9115402120050006,0,0,1.0,0.0,1,1,0,1.0
9115402120050007,0,0,0.0,0.0,1,1,0,1.0
9115402120050008,0,0,0.0,0.0,0,1,0,1.0
9115402120050009,0,0,0.0,0.0,1,1,1,1.0
9115402120080001,0,0,1.0,,0,0,0,
9115402120080002,0,0,0.0,0.0,0,1,0,1.0
9115402120080003,0,0,1.0,0.0,0,1,0,0.0
9115402120080004,0,0,0.0,0.0,0,1,0,1.0
9115402120080005,0,0,,0.0,0,0,0,0.0
9115402120080006,0,0,0.0,0.0,0,0,0,1.0
9115402120080007,0,0,1.0,,0,1,1,
9115402123980001,0,0,1.0,,0,1,1,
9115402124970001,0,0,1.0,0.0,0,1,1,1.0
9115402124970002,0,0,1.0,,1,1,0,
9115402124970003,0,0,1.0,0.0,0,1,1,1.0
9115402124970004,0,0,0.0,0.0,0,1,1,1.0
9115402124970005,0,0,1.0,0.0,0,1,1,1.0
9115402126790001,0,0,0.0,0.0,0,0,0,1.0
9115402126790002,0,0,,,0,0,0,
9115402128180001,0,0,0.0,0.0,0,1,1,0.0
9115402128180002,0,0,0.0,0.0,0,1,1,0.0
9115402128180003,0,0,0.0,0.0,0,1,1,1.0
9115402128180004,0,0,0.0,0.0,0,1,1,1.0
9115402128180005,0,0,0.0,0.0,0,1,1,1.0
9115402128180006,0,0,0.0,0.0,0,1,1,1.0
9115402128680001,0,0,0.0,0.0,0,0,0,0.0
9115402128680002,0,0,0.0,0.0,0,1,0,1.0
9115402128680003,0,0,0.0,0.0,0,1,0,1.0
9115402128680004,0,0,,,0,0,0,
9115402128680005,0,0,0.0,0.0,0,1,0,1.0
9115402129580001,0,0,,,0,1,0,
9115402129580002,0,0,0.0,0.0,0,1,0,1.0
9115402129580003,0,0,0.0,0.0,0,1,0,1.0
9115402129580004,0,0,0.0,0.0,0,1,0,1.0
9115402129580005,0,0,0.0,0.0,0,1,0,1.0
9115402129580006,0,0,0.0,0.0,0,1,0,1.0
9115402129580007,0,0,0.0,0.0,0,1,0,1.0
9115402129580008,0,0,0.0,0.0,0,1,0,1.0
9115402129580009,0,0,0.0,0.0,0,1,0,1.0
9115402130220001,0,0,,,0,1,0,
9115402131830001,0,0,,,0,1,0,
9115402131830002,0,0,,,0,1,0,
9115402133430001,0,0,1.0,0.0,0,1,0,0.0
9115402133430002,0,0,0.0,0.0,0,1,0,0.0
9115402133430003,0,0,0.0,0.0,0,1,0,0.0
9115402133430004,0,0,1.0,0.0,0,1,0,0.0
9115402133430005,0,0,,,0,1,0,
9115402134340001,0,0,1.0,0.0,0,1,0,1.0
9115402134340002,0,0,1.0,0.0,0,1,1,1.0
9115402134340003,0,0,1.0,0.0,0,1,0,0.0
9115402134340004,0,0,1.0,,0,1,0,
9115402134340005,0,0,1.0,0.0,0,1,0,1.0
9115402134340006,0,0,,,0,1,0,
9115402135040001,0,0,,,0,0,1,
9115402135040002,0,0,1.0,0.0,0,1,0,1.0
9115402135040003,0,0,1.0,0.0,0,1,0,0.0
9115402136590001,0,0,,,0,1,0,
9115404002530003,0,0,1.0,0.0,0,1,0,1.0
9115404002530004,0,0,,,0,1,0,
9115451000993333,0,0,1.0,0.0,1,1,0,0.0
9115451000993347,0,0,1.0,0.0,1,1,1,1.0
9115451000993371,0,0,1.0,1.0,1,1,1,1.0
9115451000993384,0,0,1.0,0.0,1,1,0,1.0
9115451000993385,0,0,1.0,0.0,1,1,0,1.0
9115451000993393,0,0,1.0,0.0,0,1,0,1.0
9115451000993403,0,0,0.0,,1,1,1,
9115451000993404,0,0,0.0,0.0,1,1,1,1.0
9115451000993407,0,0,0.0,0.0,0,1,1,0.0
9115451000993416,0,0,1.0,0.0,1,1,0,1.0
9115452000990185,0,0,,,0,1,1,
9115452000990199,0,0,,,0,0,0,
9115452000990201,0,1,,,0,1,1,
9115454000992207,0,1,,,0,1,1,
9115454000992233,0,0,0.0,,0,1,1,
9115454000992234,0,1,,,1,1,1,
9115456000993425,0,0,0.0,,0,1,1,
9115456000993430,0,0,0.0,,0,1,1,
9115456000993431,0,0,0.0,,0,1,1,
9115456000993438,0,0,1.0,,1,1,1,
9115456000993440,0,0,1.0,1.0,0,1,1,0.0
9115456000993447,0,0,,,1,1,1,
9115456000993449,0,0,0.0,,0,1,1,
9115456000993457,0,0,0.0,,0,1,1,
9115456000993458,0,0,,,0,1,1,
9115456000993463,0,0,1.0,,1,1,0,
9115456000993469,0,0,0.0,,0,1,1,
9115456000993471,0,0,0.0,,0,1,0,
9115456000993476,0,0,0.0,,0,1,1,
9115456000993480,0,0,0.0,,0,1,1,
9115461000992569,0,0,0.0,0.0,1,1,1,0.0
9115461000993258,0,0,,,0,0,0,
9115464000991020,0,0,,,0,0,0,
9125002085900001,0,0,,,0,0,0,
9125002085900002,0,1,,,0,1,0,
9125002085900003,0,0,,,0,1,1,
9125002085900004,0,1,,,0,1,0,
9125002085900005,0,1,,,0,1,1,
9125002085900006,0,1,,,0,1,1,
9125002087370001,0,0,,,0,0,0,
9125002087370002,0,0,,,0,1,0,
9125002087370003,1,1,,,0,0,0,
9125002087370004,1,0,,,0,1,0,
9125002087370005,0,0,,,0,1,0,
9125002088510001,0,0,,,0,0,0,
9125002088510002,0,0,,,0,0,0,
9125002088510003,0,0,,,0,1,0,
9125002088510004,0,0,,,0,0,0,
9125002088510005,0,1,,,1,0,0,
9125002088720001,0,0,,,0,1,0,
9125002088720002,0,0,,,0,1,0,
9125002088720003,0,0,,,0,0,0,
9125002088720004,0,0,,0.0,0,1,0,0.0
9125002088720006,0,0,,0.0,0,1,0,0.0
9125002088720007,0,0,,,0,0,0,
9125002088720008,0,0,,0.0,0,0,0,0.0
9125002088720009,0,0,,0.0,0,1,0,0.0
9125002088720010,0,0,,,0,0,0,
9125002088720011,0,0,,,0,0,0,
9125002088720012,0,0,,,0,0,0,
9125002088720013,0,0,,,0,0,0,
9125002088720015,0,0,,,0,1,0,
9125002088720017,0,0,,,0,1,0,
9125002088720018,0,0,,,0,1,0,
9125002088820001,0,0,,,0,1,0,
9125002088820002,0,0,1.0,,0,1,0,
9125002088820003,0,0,0.0,,0,1,0,
9125002088820004,0,0,,,0,1,0,
9125002088820005,0,0,,,0,1,0,
9125002088820006,0,0,,,0,1,0,
9125002088820007,0,0,,,0,1,0,
9125002088820008,0,0,,,0,1,0,
9125002090680001,0,0,,,0,1,0,
9125002090680002,0,0,,,0,1,0,
9125002090680003,0,0,,,0,1,0,
9125002090680004,0,0,,,0,1,0,
9125002090680005,0,0,,,0,1,0,
9125002090680006,0,0,,,0,1,0,
9125002090680007,0,0,,,0,1,0,
9125002090680008,0,0,,,0,1,0,
9125002090680009,0,0,,,0,1,0,
9125002091730001,0,0,,,0,1,1,
9125002091730002,0,0,,,0,1,0,
9125002097140001,0,0,,,0,1,1,
9125002098270001,0,0,,,0,1,1,
9125052000990236,0,1,,,1,0,0,
9125052000990253,0,1,,,0,1,1,
9125052000990255,0,1,,,0,1,1,
9125056000993454,0,0,,,0,1,1,
9125056000993455,0,0,,,0,1,0,
9125056000993472,0,0,,,0,1,0,
9125056000993478,0,0,,,0,1,1,
9125061000992829,0,0,,,0,1,1,
9135002039110001,0,0,0.0,0.0,0,1,1,1.0
9135002039110002,0,0,0.0,0.0,0,1,1,1.0
9135002039110003,0,0,0.0,0.0,0,1,1,1.0
9135002039110004,0,0,0.0,0.0,0,1,1,1.0
9135002039110005,0,0,0.0,0.0,0,1,1,1.0
9135002039110006,0,0,0.0,0.0,0,1,1,1.0
9135002039110007,0,0,0.0,0.0,0,1,1,1.0
9135002039110008,0,0,0.0,0.0,0,1,1,1.0
9135002039110009,0,0,1.0,0.0,0,1,0,1.0
9135002039110010,0,0,0.0,0.0,0,1,1,1.0
9135002039110011,0,0,1.0,0.0,0,1,0,1.0
9135002039110012,0,0,1.0,0.0,0,1,0,1.0
9135002039110013,0,0,0.0,0.0,0,1,1,1.0
9135002039110015,0,0,0.0,0.0,0,1,0,1.0
9135002039110016,0,0,0.0,0.0,0,1,1,1.0
9135002039110017,0,0,,,0,0,0,
9135002040290001,0,0,1.0,0.0,0,1,0,1.0
9135002042340001,0,0,,,0,0,1,
9135002042340002,0,0,0.0,0.0,0,1,1,1.0
9135002042340003,0,0,1.0,0.0,0,1,1,1.0
9135002042340004,0,0,1.0,0.0,0,1,0,1.0
9135002042340005,0,0,1.0,0.0,0,1,0,1.0
9135051000993349,0,0,1.0,0.0,0,0,1,0.0
9135051000993420,0,0,,,1,1,1,
9135061000992990,0,0,,0.0,1,1,1,0.0
9135061000993141,0,0,,0.0,1,1,0,0.0
9145002048440001,0,0,,0.0,0,0,0,0.0
9145002048440003,0,0,,0.0,0,1,0,0.0
9145002048440004,0,0,,0.0,0,1,0,0.0
9145002048440005,0,0,,0.0,0,1,0,0.0
9145002048440007,0,0,,0.0,1,1,0,0.0
9145002053230001,0,0,1.0,0.0,0,1,0,0.0
9145002053230005,0,0,1.0,0.0,0,1,0,0.0
9145002053230006,0,0,,0.0,0,1,0,0.0
9145002053230010,0,0,,0.0,0,1,0,0.0
9145002053230013,0,0,,0.0,0,1,0,0.0
9145002053230014,0,0,1.0,0.0,0,1,0,0.0
9145002053230015,0,0,,0.0,0,1,0,0.0
9145002053230016,0,0,,0.0,0,1,0,0.0
9145002054580001,0,0,0.0,1.0,0,1,0,1.0
9145002054580002,0,0,,0.0,0,0,0,0.0
9145002054580003,0,0,1.0,0.0,0,1,1,0.0
9145002076300001,0,0,0.0,0.0,0,1,0,0.0
9145002076300002,0,0,,,0,0,0,
9145002076300003,0,0,,0.0,1,1,0,0.0
9145002076300004,0,0,,0.0,0,1,0,0.0
9145003005580001,0,0,,0.0,0,1,0,0.0
9145003005580002,0,0,,,0,0,0,
9145003005580005,0,0,,0.0,0,0,0,0.0
9145003005580007,0,0,,0.0,0,1,0,0.0
9145003005770001,0,0,,0.0,0,1,0,0.0
9145003005770002,0,0,,0.0,0,1,0,0.0
9145003005770003,0,0,,,0,0,0,
9145003005770004,0,0,,,0,0,0,
9145003005770005,0,0,,,0,1,0,
9145003005770006,0,0,,0.0,0,1,0,0.0
9145003005770009,0,0,,0.0,0,1,0,0.0
9145003005770013,0,0,,0.0,0,1,0,0.0
9145003005770014,0,0,,,0,0,0,
9145003005770015,0,0,,0.0,0,1,0,0.0
9145003005770016,0,0,,0.0,0,1,0,0.0
9145003005770017,0,0,,0.0,0,0,0,0.0
9145003005770023,0,0,,0.0,0,1,0,0.0
9145003006170001,0,0,1.0,0.0,0,1,0,0.0
9145003006170002,0,0,1.0,0.0,0,1,0,0.0
9145003006170003,0,0,1.0,0.0,1,1,0,0.0
9145003006170004,0,0,,0.0,0,0,0,0.0
9145003006170005,0,0,,0.0,0,1,0,0.0
9145003006170006,0,0,,0.0,0,1,0,0.0
9145003006170007,0,0,,0.0,0,1,0,0.0
9145003006170008,0,0,,,0,0,0,
9145003006170009,0,0,,0.0,0,1,0,0.0
9145003006170010,0,0,,0.0,0,1,0,0.0
9145003006170011,0,0,,0.0,0,1,0,0.0
9145003006170012,0,0,,0.0,0,1,0,0.0
9145003006170013,0,0,,0.0,0,1,0,0.0
9145003006170014,0,0,,0.0,0,1,0,0.0
9145003006170017,0,0,,0.0,0,1,0,0.0
9145003006170018,0,0,,0.0,0,1,0,0.0
9145003006170019,0,0,,0.0,0,1,0,0.0
9145003006170020,0,0,,,0,1,0,
9145003006170022,0,0,1.0,0.0,0,1,0,0.0
9145003006170024,0,0,,,0,0,0,
9145061000992675,0,0,,,1,1,0,
9145062000990415,0,0,,,0,0,0,
9145102043350001,0,0,,0.0,0,1,0,0.0
9145102043350002,0,0,1.0,0.0,0,0,0,0.0
9145102043350004,0,0,,,0,0,0,
9145102043350005,0,0,,0.0,0,1,0,0.0
9145102043350006,0,0,,0.0,0,1,0,0.0
9145102043350007,0,0,,0.0,0,1,0,0.0
9145102045630001,0,0,,0.0,0,0,0,0.0
9145102045630002,0,0,1.0,0.0,0,1,0,0.0
9145102045630004,0,0,,0.0,0,1,0,0.0
9145102045630005,0,0,1.0,0.0,0,1,0,0.0
9145102045630006,0,0,,0.0,0,1,0,0.0
9145102045630007,0,0,1.0,0.0,0,1,0,0.0
9145102045630008,0,0,,0.0,0,1,0,0.0
9145102045630009,0,0,,0.0,0,1,0,0.0
9145102045630010,0,0,,0.0,0,1,0,0.0
9145102045630011,0,0,,0.0,0,1,0,0.0
9145102045630012,0,0,,0.0,0,1,0,0.0
9145102045630013,0,0,,0.0,0,1,0,0.0
9145102045630014,0,0,1.0,0.0,0,1,0,1.0
9145102045630015,0,0,,,0,1,0,
9145102046930002,0,0,,0.0,0,1,0,0.0
9145102046930004,0,0,,0.0,0,1,0,0.0
9145102046930005,0,0,,,0,1,0,
9145102046930006,0,0,,0.0,0,1,0,0.0
9145102046930007,0,0,,0.0,0,1,0,0.0
9145102046930008,0,0,,0.0,0,1,0,0.0
9145102046930009,0,0,0.0,0.0,1,1,0,0.0
9145102050170001,0,0,,,0,0,0,
9145102050170002,1,0,1.0,0.0,0,1,0,0.0
9145102050170003,0,0,1.0,0.0,0,1,0,0.0
9145102050170004,0,0,,,0,0,0,
9145202061890001,0,0,1.0,0.0,1,1,1,1.0
9145202061890002,0,0,1.0,0.0,0,1,0,0.0
9145202063360001,0,0,0.0,0.0,0,0,0,0.0
9145202063360004,0,0,,,0,0,0,
9145202063360005,0,0,,0.0,0,1,0,0.0
9145202063360006,0,0,,0.0,0,1,0,0.0
9145202063360007,0,0,1.0,0.0,0,0,0,0.0
9145202063360008,0,0,0.0,0.0,0,1,0,1.0
9145202063360009,0,0,,,0,1,0,
9145202063360010,0,0,,,0,0,0,
9145202063360011,0,0,,0.0,0,0,0,0.0
9145202063360012,0,0,,0.0,0,1,0,0.0
9145202063360013,0,0,,,0,0,0,
9145202063360015,0,0,,0.0,0,1,0,0.0
9145202063360016,0,0,,,0,0,0,
9145202063360017,0,0,1.0,0.0,0,1,0,1.0
9145202063360018,0,0,0.0,0.0,0,0,0,0.0
9145202063360019,0,0,,,0,0,0,
9145202063360020,0,0,1.0,0.0,0,1,0,0.0
9145202063360021,0,0,,,0,1,0,
9145202063360022,0,0,,,0,0,0,
9145202063360023,0,0,,,0,0,0,
9145202063360024,0,0,,,0,0,0,
9145202063360025,0,0,,,0,1,0,
9145202063360026,0,0,,,0,0,0,
9145202063360027,0,0,1.0,0.0,0,1,0,0.0
9145202064690004,0,0,,,0,0,0,
9145202064690006,0,0,,,0,1,0,
9145202064690007,0,0,,,0,1,0,
9145202064690009,0,0,,0.0,0,1,0,0.0
9145202064690010,0,0,,0.0,0,1,0,0.0
9145202064690011,0,0,,,0,0,0,
9145202064690012,0,0,,,0,0,0,
9145202064690013,0,0,,0.0,0,1,0,0.0
9145202064690014,0,0,,,0,1,0,
9145203007230001,0,0,,,0,0,0,
9145203007230002,0,0,,,0,0,0,
9145203007230003,0,0,1.0,0.0,1,1,0,0.0
9145203007230005,0,0,1.0,0.0,1,0,0,0.0
9145203007230006,0,0,1.0,0.0,1,1,0,0.0
9145254000992239,0,0,1.0,0.0,0,1,0,1.0
9145255000993985,0,0,1.0,0.0,1,1,1,1.0
9145257000992244,0,0,1.0,0.0,1,1,0,0.0
9145257000992250,0,0,1.0,0.0,0,1,0,1.0
9145260000990084,0,0,,,0,0,0,
9145260000990106,0,0,,,0,0,0,
9145262000990479,0,0,,,0,0,0,
9165002072130001,0,0,0.0,0.0,0,1,1,1.0
9165002072130002,0,0,0.0,0.0,0,1,1,1.0
9165002075300001,0,0,1.0,0.0,0,1,0,1.0
9165002075300002,0,0,1.0,0.0,0,1,0,1.0
9165002081990001,0,0,1.0,0.0,0,1,0,1.0
9165002081990002,0,0,1.0,0.0,0,1,0,1.0
9165002081990003,0,0,1.0,0.0,0,1,0,1.0
9165002081990004,0,0,1.0,0.0,0,1,0,1.0
9165051000993322,0,0,1.0,0.0,0,1,1,1.0
