Identificador,ual_parr,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cg_k100,cg_k101,cg_k102,eu_k1301,ct_k509,ct_k511ha,ct_afecta_prod,ct_riego,ct_aferti,Ventas,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,ct_prod,ct_cantidad_npk_fq
9165051000993336,50,0.0,0.0,1.0,0.0,0.0,1,70,2,9,10.0,141.0,6.0,1,1,846.0,,1.0,,846.0,1269.0
9165051000993336,50,0.0,0.0,1.0,0.0,0.0,1,70,2,9,6.0,141.0,6.0,1,1,846.0,,1.0,,846.0,1269.0
9165051000993400,50,0.0,0.0,1.0,0.0,0.0,1,49,3,8,11.0,82.0,6.0,1,1,400.0,0.0,0.0,0.0,400.0,492.0
9165051000993400,50,0.0,0.0,1.0,0.0,0.0,1,49,3,8,5.0,82.0,6.0,0,1,400.0,0.0,0.0,0.0,400.0,492.0
9165051000993401,50,0.0,0.0,1.0,0.0,0.0,1,34,2,1,11.0,56.0,6.0,1,1,328.36363636363603,0.0,0.0,0.0,328.36363636363603,504.0
9165051000993401,50,0.0,0.0,1.0,0.0,0.0,1,34,2,1,7.0,56.0,6.0,1,1,328.36363636363603,0.0,0.0,0.0,328.36363636363603,504.0
9165051000993408,50,0.0,0.0,1.0,0.0,0.0,1,49,2,12,11.0,320.0,6.0,1,1,1600.0,,1.0,1.0,1600.0,1920.0
9165051000993408,50,0.0,0.0,1.0,0.0,0.0,1,49,2,12,7.0,320.0,6.0,1,1,1600.0,,1.0,1.0,1600.0,1920.0
9165151000993326,51,0.0,0.0,0.0,0.0,0.0,0,42,3,4,11.0,299.99,6.0,1,1,1575.0,0.0,0.0,0.0,1575.0,135000.0
9165151000993326,51,0.0,0.0,0.0,0.0,0.0,0,42,3,4,4.0,299.99,6.0,1,1,1575.0,0.0,0.0,0.0,1575.0,135000.0
9165151000993339,51,0.0,0.0,1.0,0.0,0.0,1,37,3,1,9.0,35.41,1.0,1,1,215.0,,,1.0,215.0,4521.0
9165151000993353,51,0.0,0.0,1.0,0.0,0.0,1,43,3,4,7.0,350.0,6.0,0,1,1793.75,0.0,0.0,0.0,1793.75,
9165151000993363,51,0.0,0.0,1.0,0.0,0.0,1,63,3,1,8.0,60.0,6.0,1,1,234.54545454545502,0.0,0.0,0.0,234.54545454545502,22050.0
9165151000993370,51,0.0,0.0,1.0,0.0,0.0,1,66,3,1,10.0,100.0,1.0,1,1,381.818181818182,,1.0,1.0,381.818181818182,10000.0
9165151000993370,51,0.0,0.0,1.0,0.0,0.0,1,66,3,1,5.0,100.0,1.0,0,1,429.545454545455,,1.0,1.0,429.545454545455,10000.0
9165151000993379,51,0.0,0.0,0.0,0.0,0.0,1,69,3,2,9.0,31.0,1.0,1,1,118.181818181818,1.0,1.0,,118.181818181818,6000.0
9165161000992896,51,0.0,0.0,0.0,0.0,0.0,1,77,1,4,12.0,6.0,6.0,1,1,30.0,0.0,0.0,0.0,30.0,
9185051000993421,50,0.0,0.0,,0.0,1.0,1,62,1,11,11.0,4.0,2.0,1,1,10.909090909090901,0.0,0.0,0.0,10.909090909090901,44.0
9185051000993421,50,0.0,0.0,,0.0,1.0,1,62,1,11,4.0,4.0,2.0,1,1,10.909090909090901,0.0,0.0,0.0,10.909090909090901,44.0
9195151000993409,51,0.0,0.0,1.0,0.0,0.0,1,55,2,4,5.0,44.0,1.0,0,1,65.0,,1.0,1.0,65.0,
9195251000993386,52,0.0,0.0,1.0,0.0,0.0,1,67,1,2,11.0,45.21,1.0,1,1,158.2,,1.0,1.0,158.2,
9195251000993405,52,0.0,0.0,1.0,0.0,0.0,1,72,2,2,7.0,212.0,6.0,1,1,890.4,0.0,0.0,0.0,890.4,95400.0
9205051000993321,50,0.0,0.0,1.0,0.0,0.0,1,53,2,2,11.0,86.0,6.0,1,1,448.63636363636397,0.0,0.0,0.0,448.63636363636397,12900.0
9205051000993321,50,0.0,0.0,1.0,0.0,0.0,1,53,2,2,5.0,86.0,6.0,1,1,410.454545454545,0.0,0.0,0.0,410.454545454545,12900.0
9205051000993365,50,0.0,0.0,1.0,0.0,1.0,1,60,3,32,11.0,1099.0,6.0,1,1,5500.0,,,1.0,5500.0,596757.0
9205051000993365,50,0.0,0.0,1.0,0.0,1.0,1,60,3,32,5.0,1099.0,6.0,1,1,5500.0,,,1.0,5500.0,596757.0
9205051000993367,50,0.0,0.0,1.0,0.0,0.0,1,43,2,2,12.0,100.0,1.0,1,1,400.0,0.0,0.0,0.0,400.0,7500.0
9205051000993367,50,0.0,0.0,1.0,0.0,0.0,1,43,2,2,7.0,90.0,1.0,1,1,390.0,0.0,0.0,0.0,390.0,6000.0
9205051000993387,50,0.0,0.0,1.0,0.0,0.0,1,47,3,22,10.0,34.398,2.0,1,1,180.0,0.0,0.0,0.0,180.0,7312.0
9205051000993387,50,0.0,0.0,1.0,0.0,0.0,1,47,3,22,11.0,28.224,2.0,1,1,160.0,0.0,0.0,0.0,160.0,6000.0
9205051000993410,50,0.0,0.0,1.0,0.0,0.0,1,41,2,21,11.0,100.0,1.0,1,1,400.0,,,1.0,400.0,40000.0
9205051000993410,50,0.0,0.0,1.0,0.0,0.0,1,41,2,21,5.0,100.0,1.0,1,1,400.0,,,1.0,400.0,40000.0
9205351000993372,53,0.0,0.0,1.0,0.0,0.0,1,58,2,2,8.0,10.0,1.0,1,1,30.0,1.0,,,30.0,
9205551000993340,55,0.0,0.0,1.0,0.0,0.0,1,99,3,7,10.0,299.99,6.0,1,1,859.090909090909,0.0,0.0,0.0,859.090909090909,
9205561000993070,55,0.0,0.0,1.0,0.0,0.0,1,70,3,4,10.0,40.0,2.0,1,1,140.0,0.0,0.0,0.0,140.0,
9205561000993070,55,0.0,0.0,1.0,0.0,0.0,1,70,3,4,5.0,40.0,2.0,1,1,140.0,0.0,0.0,0.0,140.0,
9255051000993343,50,0.0,0.0,1.0,0.0,1.0,1,62,2,4,12.0,499.99,6.0,1,1,1750.0,0.0,0.0,0.0,1750.0,
9255051000993343,50,0.0,0.0,1.0,0.0,1.0,1,62,2,4,6.0,499.99,6.0,1,1,1750.0,0.0,0.0,0.0,1750.0,
