Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin_cultivo
13035602121930016,13,3,56,2,12193,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,5.575952349964041,1,1.0,,0,45,2,1,0,0,0,8.0,1,5,3,1,1,483,1,,40.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,35.0,100.0,6.0,6.0,3.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,411,,2.0,,4,0.136363636363636,0.136363636363636,0.0,,,,,,,,40,,,2.0,2.0,,,,,,,1,17.890625554684302
13035602121930016,13,3,56,2,12193,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,5.575952349964041,1,1.0,,0,45,2,1,0,0,0,8.0,1,5,3,2,2,483,1,,40.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,35.0,100.0,6.0,6.0,3.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,411,,2.0,,4,0.136363636363636,0.136363636363636,0.0,,,,,,,,40,,,2.0,2.0,,,,,,,1,4.41318384517192
8045301006290003,8,4,53,1,629,3,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,5.60480266538262,0,,1.0,1,66,2,7,0,0,0,5.0,1,5,4,1,1,483,1,,20.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,,48.0,35.0,100.0,6.0,2.0,48.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,411,,2.0,,4,2.18181818181818,2.18181818181818,0.0,,,,,,,,20,,,4.0,4.0,,,,,,,1,7.00600333172827
13035002151440010,13,3,50,2,15144,10,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,3,1.0,2.0,3.0,1.0,2.0,,,,,,,,2.0,,4,5.885889006820401,1,1.0,,1,50,5,1,0,1,1,2.0,1,3,3,2,1,483,1,,10.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8.0,35.0,100.0,6.0,7.0,8.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,411,,2.0,,4,0.36363636363636404,0.36363636363636404,0.0,,,,,,,,10,,1.0,,1.0,,,,,,,1,5.99523462952421
12055302036170016,12,5,53,2,3617,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,2.0,,4,6.17627301179186,0,,2.0,1,78,3,7,1,0,0,3.0,1,4,4,2,1,483,1,,50.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,6.0,35.0,100.0,6.0,7.0,6.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,1,,,300.0,2.0,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.272727272727273,0.272727272727273,0.0,,,,,,,,50,,,2.0,2.0,,,,,2.0,,1,0.804138829182961
13055002081560019,13,5,50,2,8156,19,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.5,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,6.65824328753408,0,,1.5,0,50,4,1,1,0,0,6.5,1,5,3,2,2,483,1,,20.0,4.0,4.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,,2.0,35.0,100.0,6.0,2.0,2.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.0909090909090909,0.0909090909090909,0.0,,,,,,,,20,,,0.25,0.25,,,,,,,1,80.61111589769081
13055002081560018,13,5,50,2,8156,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,6.748743216033982,0,,1.0,1,69,4,1,1,1,1,10.0,1,6,4,1,1,483,1,,40.0,4.0,4.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,,20.0,35.0,100.0,6.0,2.0,20.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,50.0,2.0,300.0,2.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.9090909090909092,0.9090909090909092,0.0,,,,,,,,40,,,6.0,6.0,,,,,6.0,,1,4.17079827062947
13135202212670003,13,13,52,2,21267,3,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,7.09126034272668,0,,0.15,0,67,3,7,1,1,1,10.0,1,6,4,1,1,483,1,,40.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,12.0,35.0,100.0,6.0,6.0,12.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,411,,2.0,,4,0.545454545454545,0.545454545454545,0.0,,,,,,,,40,,,3.0,3.0,,,,,,,1,23.6375344757556
13055002081560003,13,5,50,2,8156,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,7.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,7.1855351352185,1,1.0,,1,60,3,1,0,0,0,7.0,1,5,3,1,1,483,1,,35.0,4.0,4.0,1.0,6.5,6.5,6.5,6.5,6.5,6.5,,18.0,35.0,100.0,6.0,6.0,18.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,600.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,2.0,,,411,,2.0,,4,0.818181818181818,0.818181818181818,0.0,,,,,,,,35,,,6.5,6.5,,,,,6.5,,1,2.37275923282293
13055002081560003,13,5,50,2,8156,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,7.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,7.1855351352185,1,1.0,,1,60,3,1,0,0,0,7.0,1,5,3,2,2,483,1,,35.0,4.0,4.0,1.0,0.49,0.49,0.49,0.49,0.49,0.49,,2.0,35.0,100.0,6.0,6.0,2.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,2.0,,,411,,2.0,,4,0.0909090909090909,0.0909090909090909,0.0,,,,,,,,35,,,0.49,0.49,,,,,0.49,,1,66.97872852894041
22035502000490006,22,3,55,2,49,6,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,14.5,3,1.0,2.0,3.0,1.0,2.0,,,,,,,,,3.0,4,7.343656403574389,0,,1.0,1,58,4,1,1,1,1,14.5,1,6,3,1,1,483,1,,5.0,3.5,3.5,2.0,1.5,1.5,1.5,1.5,1.3,1.3,5.0,10.0,35.0,100.0,6.0,3.0,10.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,1.5,5.0,3.0,,,,,,,,,,,,,411,,,3.0,4,0.45454545454545503,0.45454545454545503,0.2,0.2,,,,,0.2,,5,1.5,,,,1.5,,,,,1.5,1,28.9941294935104
12015302146830001,12,1,53,2,14683,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,3.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,7.44129318152299,0,,1.0,1,45,3,1,0,0,0,3.0,1,4,3,1,1,483,1,,10.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,35.0,35.0,100.0,6.0,7.0,35.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,750.0,2.0,,,,,,,1,0.0,,,1.0,3.75,5.0,2.0,3.0,5.0,4.0,,,,,,,,,,411,,2.0,,4,1.59090909090909,1.59090909090909,0.0,,,,,,,,10,,3.0,,,3.0,,,,3.0,3.0,1,7.44129318152299
13035002162130005,13,3,50,2,16213,5,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,7.56171490528489,1,0.0,99.0,1,58,4,2,1,0,0,25.0,1,7,3,1,1,483,1,,50.0,4.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,,20.0,35.0,100.0,6.0,6.0,20.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.9090909090909092,0.9090909090909092,0.0,,,,,,,,50,,,10.0,10.0,,,,,,,1,13.262064096879802
13035602121930001,13,3,56,2,12193,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,53.0,6,6.0,,1.0,1.0,,5.0,5.0,,,,,,2.0,,4,7.6853137301843715,0,,99.0,1,70,4,1,0,0,1,53.0,1,8,4,2,2,483,1,,40.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,35.0,100.0,6.0,6.0,6.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,4.0,,,411,,2.0,,4,0.272727272727273,0.272727272727273,0.0,,,,,,,,40,,,1.0,1.0,,,,,,,1,25.8174954977156
13035602121930001,13,3,56,2,12193,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,53.0,6,6.0,,1.0,1.0,,5.0,5.0,,,,,,2.0,,4,7.6853137301843715,0,,99.0,1,70,4,1,0,0,1,53.0,1,8,4,6,5,483,1,,40.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,18.0,35.0,100.0,6.0,6.0,18.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,4.0,,,411,,2.0,,4,0.818181818181818,0.818181818181818,0.0,,,,,,,,40,,,3.0,3.0,,,,,,,1,18.168988614811106
13035602121930001,13,3,56,2,12193,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,53.0,6,6.0,,1.0,1.0,,5.0,5.0,,,,,,2.0,,4,7.6853137301843715,0,,99.0,1,70,4,1,0,0,1,53.0,1,8,4,7,6,483,1,,40.0,4.0,4.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,,6.0,35.0,100.0,6.0,6.0,6.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,4.0,,,411,,2.0,,4,0.272727272727273,0.272727272727273,0.0,,,,,,,,40,,,1.5,1.5,,,,,,,1,50.539089965580594
13045302156850001,13,4,53,2,15685,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,8.0,4,3.0,1.0,2.0,1.0,1.0,,,,2.0,2.0,,,2.0,,4,7.68801808649364,0,,3.0,0,56,3,1,0,0,0,8.0,1,5,3,1,1,483,1,,30.0,4.0,4.0,1.0,7.98,7.98,7.98,7.98,7.98,7.98,,36.0,35.0,100.0,6.0,6.0,36.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,9.0,5.0,3.0,,,,,,,2.0,,,411,,2.0,,4,1.6363636363636398,1.6363636363636398,0.0,,,,,,,,30,,,7.98,7.98,,,,,,7.98,1,7.5392084809388304
2016002000280001,2,1,60,2,28,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,2,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,4,7.7100954448930095,0,,1.0,0,65,4,1,1,0,0,7.0,1,5,4,1,1,483,2,1.0,40.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,10.0,35.0,100.0,6.0,6.0,10.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,1.0,,,4,0.45454545454545503,0.45454545454545503,0.0,,,,,,,,40,,,5.0,5.0,,,,,,,0,10.794133622850199
13035603013330004,13,3,56,3,1333,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,8.72,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,7.7399221910838305,1,1.0,,1,55,4,1,1,0,0,8.72,1,5,3,1,1,483,1,,60.0,4.0,4.0,1.0,0.7,0.7,0.7,0.7,0.7,0.7,,3.0,35.0,100.0,6.0,6.0,3.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,,411,,2.0,,4,0.136363636363636,0.136363636363636,0.0,,,,,,,,60,,,0.7,0.7,,,,,,,1,91.76729453588499
12085002101430011,12,8,50,2,10143,11,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.75,2,2.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,,4,7.8354095735062375,0,,3.0,1,49,3,1,1,0,0,3.75,1,4,3,1,1,483,1,,7.0,3.0,3.0,2.0,0.4,0.4,0.4,0.4,0.4,0.4,,4.0,35.0,100.0,6.0,2.0,4.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,200.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,,,,,,,1.0,5.0,5.0,,,,1.0,,,411,,2.0,,4,0.18181818181818202,0.18181818181818202,0.0,,,,,,,,7,0.4,,,,0.4,,,,0.4,0.4,1,73.456964751621
15015302000410006,15,1,53,2,41,6,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,6.62,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,,3.0,4,7.896184973593288,1,1.0,,1,56,4,1,1,0,0,6.62,1,5,3,2,1,483,1,,10.0,4.0,4.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,,8.0,35.0,100.0,6.0,2.0,8.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,2.0,3.0,,,,,,,1,0.0,,,1.0,0.02,5.0,2.0,0.06,5.0,2.0,0.05,2.0,3.0,,,,,,,411,,,3.0,4,0.36363636363636404,0.36363636363636404,0.0,,,,,,,,10,,1.5,,1.5,,,,,1.5,1.5,1,12.0251787752785
13035602121930004,13,3,56,2,12193,4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.5,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,8.26674103999634,1,1.0,,1,70,4,7,1,0,0,6.5,1,5,4,1,1,483,1,,40.0,4.0,4.0,1.0,0.92,0.92,0.92,0.92,0.92,0.92,,2.0,35.0,100.0,6.0,6.0,2.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.0909090909090909,0.0909090909090909,0.0,,,,,,,,40,,,0.92,0.92,,,,,,,1,3.6983479194470603
13035602121930004,13,3,56,2,12193,4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.5,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,8.26674103999634,1,1.0,,1,70,4,7,1,0,0,6.5,1,5,4,3,2,483,1,,40.0,4.0,4.0,1.0,0.07,0.07,0.07,0.07,0.07,0.07,,1.0,40.0,20.0,6.0,6.0,1.0,40.0,20.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.00909090909090909,0.00909090909090909,0.0,,,,,,,,40,,,0.07,0.07,,,,,,,1,67.647801979642
13035602121930004,13,3,56,2,12193,4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.5,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,8.26674103999634,1,1.0,,1,70,4,7,1,0,0,6.5,1,5,4,4,3,483,1,,40.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,6.0,35.0,100.0,6.0,6.0,6.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.272727272727273,0.272727272727273,0.0,,,,,,,,40,,,2.0,2.0,,,,,,,1,21.2101390724327
13115102177240001,13,11,51,2,17724,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,50.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,8.35268546195015,0,,0.2,0,67,3,7,0,0,0,50.0,1,8,4,1,1,483,1,,60.0,4.0,4.0,1.0,8.0,8.0,8.0,8.0,6.0,6.0,3.0,12.0,35.0,100.0,6.0,2.0,12.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.545454545454545,0.545454545454545,2.0,2.0,,,2.0,,,,60,,,8.0,8.0,,,,,,,1,3.16078692599872
13035602121930006,13,3,56,2,12193,6,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,8.59245827506907,1,0.0,99.0,1,73,4,7,1,0,0,6.0,1,5,4,1,1,483,1,,40.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,35.0,100.0,6.0,6.0,3.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,1.0,5.0,5.0,,,,,,,,,,7.0,,,411,,2.0,,4,0.136363636363636,0.136363636363636,0.0,,,,,,,,40,,,1.0,1.0,,,,,,1.0,1,21.271284156885397
13035602121930006,13,3,56,2,12193,6,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,8.59245827506907,1,0.0,99.0,1,73,4,7,1,0,0,6.0,1,5,4,3,2,483,1,,40.0,4.0,4.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,,2.0,35.0,100.0,6.0,6.0,2.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,1.0,5.0,5.0,,,,,,,,,,7.0,,,411,,2.0,,4,0.0909090909090909,0.0909090909090909,0.0,,,,,,,,40,,,0.99,0.99,,,,,,0.99,1,28.421720856987
22035302007530009,22,3,53,2,753,9,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,4.5,6,4.0,2.0,5.0,3.0,2.0,,,,1.0,1.0,,,,3.0,4,8.62644992137671,0,,1.0,0,30,4,2,0,1,1,4.5,1,4,2,1,1,483,1,,8.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,8.0,35.0,100.0,6.0,2.0,8.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,1,,,,,5.0,1.0,0,,,,,,,,,1,0.0,,,1.0,25.0,2.0,3.0,25.0,2.0,3.0,,,,,,,,,,411,,,3.0,4,0.36363636363636404,0.36363636363636404,0.0,,,,,,,,8,1.0,,,,1.0,,,,1.0,1.0,1,38.8190246461952
23015701122220003,23,1,57,1,12222,3,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.0,2,2.0,,2.0,2.0,,,,,,,,1.0,,,4,8.77046777064133,0,,1.0,1,50,4,2,0,0,1,15.0,1,6,3,1,1,483,1,,50.0,4.0,4.0,1.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,36.0,35.0,100.0,6.0,7.0,36.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,,,,,,,,,,,,,411,1.0,,,4,1.6363636363636398,1.6363636363636398,5.0,5.0,,,,,,5.0,50,,,10.0,10.0,,,,,,10.0,1,13.155701655962
13035002144430005,13,3,50,2,14443,5,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,82.0,7,7.0,,1.0,1.0,,,,,6.0,6.0,,,2.0,,4,8.79736578806708,1,1.0,,1,60,4,1,1,0,0,82.0,1,8,3,1,1,483,1,,60.0,4.0,4.0,1.0,27.25,27.25,27.25,27.25,27.25,27.25,,300.0,35.0,100.0,6.0,7.0,300.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,30.0,,,411,,2.0,,4,13.6363636363636,13.6363636363636,0.0,,,,,,,,60,,,27.25,27.25,,,,,,,1,24.2020279849553
12075203002130007,12,7,52,3,213,7,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,28.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,8.901167218365071,1,1.0,,1,65,4,7,1,0,0,28.0,1,7,4,1,1,483,1,,29.0,3.0,4.0,1.0,5.98,5.98,5.98,5.98,1.5,1.5,3.0,8.0,35.0,100.0,6.0,7.0,8.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.36363636363636404,0.36363636363636404,4.48,4.48,,,4.48,,,,29,,,5.98,5.98,,,,,,,1,36.1055483803719
13035302051520002,13,3,53,2,5152,2,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,6.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,9.066262745071061,0,,0.01,1,56,3,1,1,0,0,6.0,1,5,3,1,1,483,2,1.0,60.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.5,35.0,100.0,6.0,2.0,4.5,35.0,100.0,6.0,100.0,,,,,,,,,,1,1,0,,,,,,,,,1,0,,,,,,,1,,,150.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,,,,,,,,,,411,,2.0,,4,0.20454545454545492,0.20454545454545492,0.0,,,,,,,,60,,,2.0,2.0,,,,,2.0,2.0,0,2.7682781918090296
13035602128220004,13,3,56,2,12822,4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,33.98,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,9.160828038397948,0,,2.0,1,64,4,1,0,0,0,33.98,1,7,4,1,1,483,1,,40.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,15.0,35.0,100.0,6.0,7.0,15.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.681818181818182,0.681818181818182,0.0,,,,,,,,40,,,5.0,5.0,,,,,,,1,41.1564376620225
