Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_tn;fact_exp_fin
09145102045630010;09;14;51;02;04563;0010;,5;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;95,0840765434065
09145102045630011;09;14;51;02;04563;0011;,8;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;61,4178905373159
09145102045630012;09;14;51;02;04563;0012;3;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;73,5195352720764
09145102045630013;09;14;51;02;04563;0013;,5;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;85,7176613775082
09145102045630014;09;14;51;02;04563;0014;10,5;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;21,359164149069
09145102045630015;09;14;51;02;04563;0015;40;2;1;1;1; ;1;1;1; ; ; ; ; ;2; ;4;18,4818824003341
09145102046930002;09;14;51;02;04693;0002;14;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;56,0277765983225
09145102046930004;09;14;51;02;04693;0004;3;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;26,4862106562352
09145102046930005;09;14;51;02;04693;0005;14;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;18,2569824427108
09145102046930006;09;14;51;02;04693;0006;3;2; ;2;2; ;2; ; ; ; ; ; ; ;2; ;4;20,1106616394387
09145102046930007;09;14;51;02;04693;0007;42;8;8; ;3;3; ; ; ; ;5;5; ; ;2; ;4;13,7231620087334
09145102046930008;09;14;51;02;04693;0008;6;16;16; ;1;1; ; ; ; ;15;15; ; ;2; ;4;57,0050214464695
09145102046930009;09;14;51;02;04693;0009;7,05;15;15; ;1;1; ; ; ; ;14;14; ; ;2; ;4;23,1707205971727
09145102050170001;09;14;51;02;05017;0001;15;3;2;1;2;1;1;1;1; ; ; ; ; ;2; ;4;46,4066996662352
09145102050170002;09;14;51;02;05017;0002;36;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;33,6501237443571
09145102050170003;09;14;51;02;05017;0003;46;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;5,46006473675575
09145102050170004;09;14;51;02;05017;0004;37,8;3;2;1;1;1; ; ; ; ;2;1;1; ;2; ;4;5,96355790136211
09145202061890001;09;14;52;02;06189;0001;38;9;9; ;1;1; ;2;2; ;6;6; ; ;2; ;4;0
09145202061890002;09;14;52;02;06189;0002;69;4;3;1;1; ;1; ; ; ;3;3; ; ;2; ;4;23,8913254275695
09145202063360001;09;14;52;02;06336;0001;3;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;36,8526053301776
09145202063360004;09;14;52;02;06336;0004;,86;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;57,4985934197994
09145202063360005;09;14;52;02;06336;0005;1,4;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;53,645759938574
09145202063360006;09;14;52;02;06336;0006;1;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;56,959210569123
09145202063360007;09;14;52;02;06336;0007;1;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;17,784754521346
09145202063360008;09;14;52;02;06336;0008;1,3;5;4;1;3;2;1; ; ; ;2;2; ; ;2; ;4;70,3170394081737
09145202063360009;09;14;52;02;06336;0009;1,5;3;2;1;2;1;1;1;1; ; ; ; ; ;2; ;4;51,8932867667591
09145202063360010;09;14;52;02;06336;0010;1;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;58,4444126690549
09145202063360011;09;14;52;02;06336;0011;2,25;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;53,3658393210692
09145202063360012;09;14;52;02;06336;0012;4,5;5;4;1;5;4;1; ; ; ; ; ; ; ;2; ;4;42,4644569978918
09145202063360013;09;14;52;02;06336;0013;2;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;59,7411145353706
09145202063360015;09;14;52;02;06336;0015;,3;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;84,597772424048
09145202063360016;09;14;52;02;06336;0016;1,25;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;59,7732719964373
09145202063360017;09;14;52;02;06336;0017;13;3;3; ;1;1; ;2;2; ; ; ; ; ;2; ;4;1,7318373218153
09145202063360018;09;14;52;02;06336;0018;2;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;24,8616982890764
09145202063360019;09;14;52;02;06336;0019;2;2;1;1;1; ;1; ; ; ;1;1; ; ;2; ;4;72,9693425293228
09145202063360020;09;14;52;02;06336;0020;5;4;4; ;4;4; ; ; ; ; ; ; ; ;2; ;4;3,69932214110708
09145202063360021;09;14;52;02;06336;0021;4;3;3; ;2;2; ; ; ; ;1;1; ; ;2; ;4;67,9436659798156
09145202063360022;09;14;52;02;06336;0022;1,5;5;3;2;3;1;2; ; ; ;2;2; ; ;2; ;4;45,1001490797454
09145202063360023;09;14;52;02;06336;0023;1,5;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;59,7019507168938
09145202063360024;09;14;52;02;06336;0024;1,8;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;58,5432182566948
09145202063360025;09;14;52;02;06336;0025;4;4;3;1;2;1;1; ; ; ;2;2; ; ;2; ;4;15,8851209492759
09145202063360026;09;14;52;02;06336;0026;1,5;2;1;1;1; ;1; ; ; ;1;1; ; ;2; ;4;43,1069444633193
09145202063360027;09;14;52;02;06336;0027;1,45;2;2; ;1;1; ;1;1; ; ; ; ; ;2; ;4;39,9000541850562
09145202064690004;09;14;52;02;06469;0004;,75;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;44,0892157673326
09145202064690006;09;14;52;02;06469;0006;25;19;19; ;1;1; ;3;3; ;15;15; ; ;2; ;4;2,95811358149343
09145202064690007;09;14;52;02;06469;0007;2,3;5;5; ;3;3; ; ; ; ;2;2; ; ;2; ;4;58,234732030549
09145202064690009;09;14;52;02;06469;0009;3;2;1;1;1; ;1; ; ; ;1;1; ; ;2; ;4;24,6487514880148
09145202064690010;09;14;52;02;06469;0010;,75;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;61,129369509297
09145202064690011;09;14;52;02;06469;0011;3;5;5; ;5;5; ; ; ; ; ; ; ; ;2; ;4;52,6949701431629
09145202064690012;09;14;52;02;06469;0012;1;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;98,258212797723
09145202064690013;09;14;52;02;06469;0013;2,5;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;12,3012924538504
09145202064690014;09;14;52;02;06469;0014;55;33;17;16;1;1; ;2;1;1;30;15;15; ;2; ;4;0
09145203007230001;09;14;52;03;00723;0001;132;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;19,4602053292896
09145203007230002;09;14;52;03;00723;0002;84;3;3; ;1;1; ;1;1; ;1;1; ; ;2; ;4;73,7127334216311
09145203007230003;09;14;52;03;00723;0003;22;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;13,7960630262557
09145203007230005;09;14;52;03;00723;0005;18;2;2; ;1;1; ;1;1; ; ; ; ; ;2; ;4;14,780060982027
09145203007230006;09;14;52;03;00723;0006;25,5;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;47,7159041335599
09145254000992239;09;14;52;54;00099;2239;850;51;51; ;1;1; ;50;50; ; ; ; ; ;2; ;4;1
09145255000993985;09;14;52;55;00099;3985;38;9;9; ;1;1; ;2;2; ;6;6; ; ;2; ;4;1
09145257000992244;09;14;52;57;00099;2244;710;35;35; ;1;1; ; ; ; ;34;34; ; ;2; ;4;1
09145257000992250;09;14;52;57;00099;2250;30;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;1
09145260000990084;09;14;52;60;00099;0084;9;2;2; ;1;1; ;1;1; ; ; ; ; ;2; ;4;1
09145260000990106;09;14;52;60;00099;0106;870;2;2; ;1;1; ;1;1; ; ; ; ; ;2; ;4;1
09145262000990479;09;14;52;62;00099;0479;126,02;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;1
09165002072130001;09;16;50;02;07213;0001;14,112;21;21; ;1;1; ; ; ; ;20;20; ; ;2; ;4;78,4630332812815
09165002072130002;09;16;50;02;07213;0002;42,336;21;21; ;1;1; ; ; ; ;20;20; ; ;2; ;4;28,361263132692
09165002075300001;09;16;50;02;07530;0001;22,7;17;17; ;2;2; ; ; ; ;15;15; ; ;2; ;4;65,9713988227967
09165002075300002;09;16;50;02;07530;0002;14,01;12;12; ;2;2; ; ; ; ;10;10; ; ;2; ;4;53,0438173909842
09165002081990001;09;16;50;02;08199;0001;16;6;6; ;4;4; ; ; ; ;2;2; ; ;2; ;4;24,9035941759961
09165002081990002;09;16;50;02;08199;0002;134,06;101;101; ;1;1; ; ; ; ;100;100; ; ;2; ;4;12,8291494235726
09165002081990003;09;16;50;02;08199;0003;2;4;3;1;2;1;1; ; ; ;2;2; ; ;2; ;4;70,2707774272681
09165002081990004;09;16;50;02;08199;0004;4,23;5;5; ;2;2; ; ; ; ;3;3; ; ;2; ;4;6,74321744322262
09165051000993322;09;16;50;51;00099;3322;930;9;9; ;1;1; ;8;8; ; ; ; ; ;2; ;4;1
09165051000993324;09;16;50;51;00099;3324;8,02;3;3; ;1;1; ;1;1; ;1;1; ; ;2; ;4;1
09165051000993332;09;16;50;51;00099;3332;62,04;5;5; ;1;1; ;1;1; ;3;3; ; ;2; ;4;1
09165051000993336;09;16;50;51;00099;3336;143,03;9;9; ;1;1; ; ; ; ;8;8; ; ;2; ;4;1
09165051000993400;09;16;50;51;00099;3400;82,03;8;8; ;1;1; ;1;1; ;6;6; ; ;2; ;4;1
09165051000993401;09;16;50;51;00099;3401;64,03;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;1
09165051000993408;09;16;50;51;00099;3408;340;12;12; ;2;2; ;4;4; ;6;6; ; ;2; ;4;1
09165102079160001;09;16;51;02;07916;0001;5,7;2;2; ;1;1; ; ; ; ;1;1; ; ;2; ;4;46,7058663747096
09165102079160002;09;16;51;02;07916;0002;4,2336;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;52,9973439214691
09165102079160003;09;16;51;02;07916;0003;2,8224;2;2; ;1;1; ; ; ; ;1;1; ; ;2; ;4;45,1351995232608
09165102079160004;09;16;51;02;07916;0004;2,8153;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;56,511028956965
09165102079160005;09;16;51;02;07916;0005;4,9392;4;4; ;2;2; ; ; ; ;2;2; ; ;2; ;4;61,1123796053195
09165102079160006;09;16;51;02;07916;0006;15,24;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;62,0909593716262
09165102079160007;09;16;51;02;07916;0007;8,4601;2;2; ;1;1; ; ; ; ;1;1; ; ;2; ;4;37,0424813894006
09165102080670001;09;16;51;02;08067;0001;123,24;4;4; ;1;1; ;1;1; ;2;2; ; ;2; ;4;0
09165102080900001;09;16;51;02;08090;0001;123,24;4;4; ;1;1; ;1;1; ;2;2; ; ;2; ;4;0
09165151000993326;09;16;51;51;00099;3326;300;4;3;1;1; ;1;3;3; ; ; ; ; ;2; ;4;1
09165151000993339;09;16;51;51;00099;3339;35,41;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;1
09165151000993353;09;16;51;51;00099;3353;350;4;4; ;1;1; ;3;3; ; ; ; ; ;2; ;4;1
09165151000993363;09;16;51;51;00099;3363;60,02;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;1
09165151000993370;09;16;51;51;00099;3370;137;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;1
09165151000993379;09;16;51;51;00099;3379;31;2;2; ;1;1; ;1;1; ; ; ; ; ;2; ;4;1
09165161000992437;09;16;51;61;00099;2437;400,02;2;2; ;1;1; ;1;1; ; ; ; ; ;2; ;4;1
09165161000992896;09;16;51;61;00099;2896;123,24;4;4; ;1;1; ;1;1; ;2;2; ; ;2; ;4;1
09185002040150001;09;18;50;02;04015;0001;2,5;16;16; ;1;1; ; ; ; ;15;15; ; ;2; ;4;60,1229678345368
09185002040150002;09;18;50;02;04015;0002;2;11;11; ;1;1; ; ; ; ;10;10; ; ;2; ;4;75,8675872407052
09185002040150003;09;18;50;02;04015;0003;2;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;45,1007325289375
09185002040150004;09;18;50;02;04015;0004;2;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;46,4353726631918
09185002040150005;09;18;50;02;04015;0005;2,5;5;5; ;3;3; ; ; ; ;2;2; ; ;2; ;4;41,7616693318817
09185002040150006;09;18;50;02;04015;0006;2,5;5;4;1;2;1;1; ; ; ;3;3; ; ;2; ;4;54,0481892384999
09185002040150007;09;18;50;02;04015;0007;2;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;70,0867359940779
09185002040150008;09;18;50;02;04015;0008;1,77;6;6; ;3;3; ; ; ; ;3;3; ; ;2; ;4;96,365602031425
09185002040150009;09;18;50;02;04015;0009;1,5;6;5;1;3;2;1; ; ; ;3;3; ; ;2; ;4;104,170828332315
09185002040150010;09;18;50;02;04015;0010;1,45;4;4; ;2;2; ; ; ; ;2;2; ; ;2; ;4;68,9295773882004
09185002040150012;09;18;50;02;04015;0012;1,45;7;7; ;3;3; ; ; ; ;4;4; ; ;2; ;4;114,50175375269
09185002040150013;09;18;50;02;04015;0013;14;11;11; ;1;1; ;4;4; ;6;6; ; ;2; ;4;18,2336373925263
09185002040150014;09;18;50;02;04015;0014;,5;4;3;1;4;3;1; ; ; ; ; ; ; ;2; ;4;119,289010798707
09185002040150015;09;18;50;02;04015;0015;,6;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;65,6841623593958
09185002040150016;09;18;50;02;04015;0016;,28;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;163,020599483918
09185002040150017;09;18;50;02;04015;0017;1,5;1; ;1;1; ;1; ; ; ; ; ; ; ;2; ;4;15,3444468090639
09185002040150018;09;18;50;02;04015;0018;,75;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;61,4831976976048
09185002042740001;09;18;50;02;04274;0001;57;36;36; ;1;1; ;5;5; ;30;30; ; ;2; ;4;6,25147014419647
09185002042740002;09;18;50;02;04274;0002;3,5;21;21; ;1;1; ; ; ; ;20;20; ; ;2; ;4;86,3169913737306
09185002042740004;09;18;50;02;04274;0004;47;26;26; ;1;1; ; ; ; ;25;25; ; ;2; ;4;3,57603217131191
09185002042740005;09;18;50;02;04274;0005;4;7;7; ;1;1; ; ; ; ;6;6; ; ;2; ;4;3,37280425155935
09185002042740006;09;18;50;02;04274;0006;5;21;21; ;1;1; ; ; ; ;20;20; ; ;2; ;4;46,0467080346861
09185002042740007;09;18;50;02;04274;0007;7;20;20; ;2;2; ; ; ; ;18;18; ; ;2; ;4;24,5572984892474
09185002042830001;09;18;50;02;04283;0001;4;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;34,2798146606936
09185002042830002;09;18;50;02;04283;0002;1;4;4; ;4;4; ; ; ; ; ; ; ; ;2; ;4;88,7862782288681
09185002042830003;09;18;50;02;04283;0003;1;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;59,5016867782577
09185002042830004;09;18;50;02;04283;0004;1;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;68,473196004181
09185002042830006;09;18;50;02;04283;0006;7;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;8,99116992398267
09185002042830007;09;18;50;02;04283;0007;1;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;61,6172567657895
09185002042830008;09;18;50;02;04283;0008;2;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;22,3819301986936
09185002042830009;09;18;50;02;04283;0009;10;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;22,286511016058
09185002042830011;09;18;50;02;04283;0011;8;3;3; ;3;3; ; ; ; ; ; ; ; ;2; ;4;56,0800478682171
09185002042830012;09;18;50;02;04283;0012;18;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;29,2732262522705
09185002051010001;09;18;50;02;05101;0001;16;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;43,1077124209491
09185002051010002;09;18;50;02;05101;0002;8;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;31,5636811660076
09185002051010003;09;18;50;02;05101;0003;10;3;2;1;1; ;1; ; ; ;2;2; ; ;2; ;4;56,3435582399044
09185002051010004;09;18;50;02;05101;0004;1;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;82,1312902422253
09185002051010005;09;18;50;02;05101;0005;1;4;3;1;1; ;1; ; ; ;3;3; ; ;2; ;4;115,658820172299
09185002051010006;09;18;50;02;05101;0006;1;4;3;1;2;1;1; ; ; ;2;2; ; ;2; ;4;94,1427858767708
09185002051010007;09;18;50;02;05101;0007;1;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;100,962198896685
09185002051010008;09;18;50;02;05101;0008;1;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;82,5750677025057
09185002051010009;09;18;50;02;05101;0009;1;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;82,427275777345
09185002051010010;09;18;50;02;05101;0010;1;5;4;1;1; ;1; ; ; ;4;4; ; ;2; ;4;87,6488590426826
09185002051010011;09;18;50;02;05101;0011;1;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;81,0451121451344
09185002051010012;09;18;50;02;05101;0012;1;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;78,0718093107521
09185002051010013;09;18;50;02;05101;0013;,5;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;147,517533455654
09185002051950004;09;18;50;02;05195;0004;2,5;3;3; ;3;3; ; ; ; ; ; ; ; ;2; ;4;73,5105529192903
09185002051950007;09;18;50;02;05195;0007;1,5;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;7,35166828505038
09185002051950009;09;18;50;02;05195;0009;3;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;152,587341573721
09185002051950010;09;18;50;02;05195;0010;4;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;69,7933822500311
09185002051950011;09;18;50;02;05195;0011;10;17;17; ;1;1; ; ; ; ;16;16; ; ;2; ;4;25,8768140379453
09185002051950012;09;18;50;02;05195;0012;3;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;3,40528150406146
09185002051950013;09;18;50;02;05195;0013;23,5;7;7; ;1;1; ;6;6; ; ; ; ; ;2; ;4;20,6415423009451
09185002051950014;09;18;50;02;05195;0014;20;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;30,3548203960794
09185004000580001;09;18;50;04;00058;0001;70;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;27,9720497616987
09185004000580003;09;18;50;04;00058;0003;70;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;31,0184026493148
09185004000580004;09;18;50;04;00058;0004;300;4;4; ;2;2; ;2;2; ; ; ; ; ;2; ;4;17,8423011511821
09185004000590001;09;18;50;04;00059;0001;300;4;4; ;2;2; ;2;2; ; ; ; ; ;2; ;4;6,4573351566076
09185004000590002;09;18;50;04;00059;0002;50;10;5;5;10;5;5; ; ; ; ; ; ; ;2; ;4;26,1311824570807
09185004000590004;09;18;50;04;00059;0004;80;7;7; ;2;2; ; ; ; ;5;5; ; ;2; ;4;18,2470787983415
09185004000590005;09;18;50;04;00059;0005;80;5;5; ;3;3; ; ; ; ;2;2; ; ;2; ;4;57,5584086394199
09185004000590006;09;18;50;04;00059;0006;80;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;9,9751969964981
09185051000993421;09;18;50;51;00099;3421;4;11;7;4;7;3;4; ; ; ;4;4; ; ;2; ;4;1
09195002056620001;09;19;50;02;05662;0001;150;6;6; ;1;1; ;5;5; ; ; ; ; ;2; ;4;10,3104602296751
09195002056620002;09;19;50;02;05662;0002;12;7;6;1;1; ;1;1;1; ;5;5; ; ;2; ;4;41,9404861384734
09195002056620003;09;19;50;02;05662;0003;6;6;6; ;1;1; ; ; ; ;5;5; ; ;2; ;4;55,7059247074436
09195002057100001;09;19;50;02;05710;0001;4,25;9;9; ;5;5; ; ; ; ;4;4; ; ;2; ;4;42,7950533753477
09195002057100002;09;19;50;02;05710;0002;2;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;72,4755764948511
09195002057100003;09;19;50;02;05710;0003;2;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;30,9166820149577
09195002057100004;09;19;50;02;05710;0004;10,5;2;1;1;1; ;1; ; ; ;1;1; ; ;2; ;4;31,211210371642
09195002057100005;09;19;50;02;05710;0005;2;4;4; ;4;4; ; ; ; ; ; ; ; ;2; ;4;42,1581059729363
09195002057100006;09;19;50;02;05710;0006;113;3;3; ;1;1; ;1;1; ;1;1; ; ;2; ;4;1,40103773450152
09195002057100007;09;19;50;02;05710;0007;50;16;16; ;1;1; ; ; ; ;15;15; ; ;2; ;4;26,8214171906642
09195002061080001;09;19;50;02;06108;0001;140;81;81; ;1;1; ; ; ; ;80;80; ; ;2; ;4;16,0654018714755
09195002066420001;09;19;50;02;06642;0001;3,75;4;3;1;1; ;1; ; ; ;3;3; ; ;2; ;4;1,16625057308606
09195002066420002;09;19;50;02;06642;0002;3,75;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;8,51470628605499
09195002066420003;09;19;50;02;06642;0003;2,5;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;15,9863283093562
09195002066420004;09;19;50;02;06642;0004;3,75;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;16,9213896067875
09195002066420005;09;19;50;02;06642;0005;3,75;4;4; ;4;4; ; ; ; ; ; ; ; ;2; ;4;34,3519007072129
09195002066420006;09;19;50;02;06642;0006;5,4684;11;11; ;1;1; ; ; ; ;10;10; ; ;2; ;4;82,7103007116526
09195002066420007;09;19;50;02;06642;0007;2;2;2; ;1;1; ; ; ; ;1;1; ; ;2; ;4;89,2257174475656
09195002066420008;09;19;50;02;06642;0008;150;8;8; ;1;1; ;7;7; ; ; ; ; ;2; ;4;5,18385466602436
09195002066420009;09;19;50;02;06642;0009;2;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;41,7739270717644
09195002066420010;09;19;50;02;06642;0010;3,75;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;9,2173361887228
09195002066420011;09;19;50;02;06642;0011;2,8;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;3,71811758192145
09195002066420012;09;19;50;02;06642;0012;21;2;1;1;1; ;1;1;1; ; ; ; ; ;2; ;4;26,8954734197809
09195102045040001;09;19;51;02;04504;0001;5;5;5; ;3;3; ; ; ; ;2;2; ; ;2; ;4;17,8778610810096
09195102045040002;09;19;51;02;04504;0002;4;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;36,626877538866
09195102045040003;09;19;51;02;04504;0003;7;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;24,455910085977
09195102045040004;09;19;51;02;04504;0004;8;2;2; ;1;1; ; ; ; ;1;1; ; ;2; ;4;50,9756100620815
09195102045040005;09;19;51;02;04504;0005;1,25;5;5; ;4;4; ; ; ; ;1;1; ; ;2; ;4;104,844241307304
09195102045040006;09;19;51;02;04504;0006;7,5;3;3; ;3;3; ; ; ; ; ; ; ; ;2; ;4;20,6242942618983
09195102045040007;09;19;51;02;04504;0007;8,05;4;2;2;4;2;2; ; ; ; ; ; ; ;2; ;4;13,7283359974847
09195102045040008;09;19;51;02;04504;0008;,85;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;,260518241745585
09195102045040009;09;19;51;02;04504;0009;5;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;,245711724967541
09195102045040010;09;19;51;02;04504;0010;1,25;4;3;1;4;3;1; ; ; ; ; ; ; ;2; ;4;120,263270023707
09195102045040011;09;19;51;02;04504;0011;3,47;3;3; ;3;3; ; ; ; ; ; ; ; ;2; ;4;17,5443494396467
09195102045040012;09;19;51;02;04504;0012;3;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;4,15154370574113
09195102045040013;09;19;51;02;04504;0013;1,5;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;134,128034246322
09195102045040014;09;19;51;02;04504;0014;2;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;96,5189900111
09195102045040015;09;19;51;02;04504;0015;2;5;4;1;1; ;1; ; ; ;4;4; ; ;2; ;4;42,134693156379
09195102045040017;09;19;51;02;04504;0017;3;6;6; ;1;1; ; ; ; ;5;5; ; ;2; ;4;76,1675471986595
09195102045040018;09;19;51;02;04504;0018;3,5;6;6; ;1;1; ; ; ; ;5;5; ; ;2; ;4;47,0353330621847
09195102045190001;09;19;51;02;04519;0001;10,7;4;4; ;2;2; ; ; ; ;2;2; ; ;2; ;4;22,254458912646
09195102045190002;09;19;51;02;04519;0002;2,99;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;117,442634814259
09195102045190003;09;19;51;02;04519;0003;14,99;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;61,428299514043
09195102045190004;09;19;51;02;04519;0004;4,01;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;54,8379808531166
09195102045190005;09;19;51;02;04519;0005;9,5;4;3;1;2;1;1; ; ; ;2;2; ; ;2; ;4;68,853022627239
09195102047790001;09;19;51;02;04779;0001;,75;2;1;1;2;1;1; ; ; ; ; ; ; ;2; ;4;23,1549825926943
09195102047790002;09;19;51;02;04779;0002;,75;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;114,830829530223
09195102047790003;09;19;51;02;04779;0003;1,5;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;48,5265785262787
09195102047790004;09;19;51;02;04779;0004;5,5;2;2; ;2;2; ; ; ; ; ; ; ; ;2; ;4;17,2580333433332
09195102047790005;09;19;51;02;04779;0005;5;4;3;1;4;3;1; ; ; ; ; ; ; ;2; ;4;12,9832699634999
09195102047790006;09;19;51;02;04779;0006;4;3;2;1;3;2;1; ; ; ; ; ; ; ;2; ;4;8,91584685018464
09195102047790007;09;19;51;02;04779;0007;4,99;6;6; ;1;1; ; ; ; ;5;5; ; ;2; ;4;2,70166623128886
09195102047790008;09;19;51;02;04779;0008;1,5;1;1; ;1;1; ; ; ; ; ; ; ; ;2; ;4;25,1904808271251
09195102047790009;09;19;51;02;04779;0009;75,37;74;62;12;1;1; ;73;61;12; ; ; ; ;2; ;4;21,6896455158194
09195102047790010;09;19;51;02;04779;0010;150;6;5;1;3;2;1;1;1; ;2;2; ; ;2; ;4;1,52838083242128
09195102053960001;09;19;51;02;05396;0001;1,01;3;3; ;1;1; ; ; ; ;2;2; ; ;2; ;4;39,1293702579346
09195102053960002;09;19;51;02;05396;0002;3;4;4; ;1;1; ; ; ; ;3;3; ; ;2; ;4;53,5536260578318
09195102053960003;09;19;51;02;05396;0003;3,31;6;6; ;1;1; ; ; ; ;5;5; ; ;2; ;4;26,0070009524788
09195102053960004;09;19;51;02;05396;0004;2,3;3;3; ;2;2; ; ; ; ;1;1; ; ;2; ;4;25,6741296977849
09195102053960005;09;19;51;02;05396;0005;7;5;5; ;1;1; ; ; ; ;4;4; ; ;2; ;4;19,7123041623031
