Identificador,Id,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin,repetido
12015051000993380,1201505100099338002,12,1,50,51,99,3380,02,1,507,1,,1,3.0,8.0,20.0,11.0,390.0,390.0,390.0,390.0,,15600.0,37.0,210.0,19.0,6.0,15600.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,390.0,100.0,,,,,,1,0,,,,,,,1,3510.0,2.0,3510.0,2.0,,,,,1,0.0,,,1.0,390.0,5.0,2.0,,,,,,,,,,70.0,,1,390.0,390.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,1489.0909090909101,0.0,,,,,,,,,,390.0,,,1489.0909090909101,390.0,390.0,390.0,1,1.0,1
12015051000993388,1201505100099338803,12,1,50,51,99,3388,03,2,507,1,,1,2.0,7.0,20.0,11.0,30.0,30.0,30.0,30.0,,1200.0,37.0,210.0,19.0,6.0,1200.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,30.0,100.0,,,,,,1,0,,,,,,,1,90.0,2.0,90.0,2.0,,,,,1,0.0,,,1.0,30.0,5.0,2.0,,,,,,,,,,12.0,,1,30.0,30.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,114.545454545455,0.0,,,,,,,,,30.0,,,,114.545454545455,30.0,30.0,30.0,1,1.0,1
12015051000993394,1201505100099339402,12,1,50,51,99,3394,02,2,507,1,,1,3.0,9.0,20.0,12.0,64.0,64.0,64.0,64.0,,2560.0,37.0,210.0,19.0,6.0,2560.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,64.0,100.0,,,,,,1,0,,,,,,,1,576.0,2.0,576.0,2.0,,,,,1,0.0,,,1.0,64.0,5.0,2.0,,,,,,,,,,23.0,,1,64.0,64.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,244.363636363636,0.0,,,,,,,,,,64.0,,,244.363636363636,64.0,64.0,64.0,1,1.0,1
12015051000993414,1201505100099341402,12,1,50,51,99,3414,02,2,507,1,,1,3.0,9.0,20.0,12.0,100.0,100.0,100.0,100.0,,4000.0,37.0,210.0,19.0,6.0,4000.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,100.0,100.0,,,,,,1,0,,,,,,,1,900.0,2.0,900.0,2.0,,,,,1,0.0,,,1.0,100.0,5.0,2.0,,,,,,,,,,3.0,,1,100.0,100.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,381.818181818182,0.0,,,,,,,,,,100.0,,,381.818181818182,100.0,100.0,100.0,1,1.0,1
12015064000991049,1201506400099104906,12,1,50,64,99,1049,06,2,507,1,,1,3.0,7.0,20.0,11.0,11.0,11.0,11.0,11.0,,440.0,37.0,210.0,19.0,6.0,400.0,37.0,210.0,19.0,100.0,,20.0,,,,20.0,,,,0,0,6,1,11.0,100.0,,,,,,1,0,,,,,,,1,11.0,2.0,11.0,2.0,,,,,1,0.0,,,1.0,11.0,5.0,2.0,,,,,,,,,,11.0,,1,11.0,11.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,42.0,0.0,,,,,,,,,,11.0,,,38.1818181818182,11.0,11.0,11.0,1,1.0,1
12015202108470002,1201520210847000202,12,1,52,2,10847,2,02,2,507,1,,1,1.0,12.0,19.0,4.0,17.0,11.9952,17.0,11.9952,,374.0,37.0,220.0,19.0,6.0,374.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,11.9952,,,,,,100.0,1,0,,,,,,,1,2550.0,2.0,3400.0,2.0,,,,,1,0.0,,,1.0,51.0,5.0,1.0,30.0,5.0,3.0,,,,,,,,,1,17.0,11.9952,1.0,1.0,507.0,,507.0,,2.0,,4.0,37.4,0.0,,,,,,,,11.9952,,,,,37.4,11.9952,11.9952,11.9952,1,23.4821353508776,1
12015202113250001,1201520211325000101,12,1,52,2,11325,1,01,1,507,1,,1,1.0,1.0,20.0,5.0,7.05,7.05,7.05,7.05,,205.0,35.0,100.0,19.0,6.0,205.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,211.0,2.0,211.0,2.0,,,1,0.0,,,1.0,8.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,2.0,,,,5.0,,1,7.05,7.05,1.0,1.0,507.0,,507.0,,2.0,,4.0,9.31818181818182,0.0,,,,,,,,7.05,,,,,9.31818181818182,,7.05,7.05,1,16.990792813561303,1
12015202113250002,1201520211325000201,12,1,52,2,11325,2,01,1,507,1,,0,3.0,1.0,20.0,4.0,10.0,10.0,10.0,10.0,,1100.0,35.0,100.0,19.0,6.0,1100.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,600.0,2.0,14.0,2.0,,,,,1,0.0,,,1.0,15.0,5.0,3.0,15.0,5.0,3.0,5.0,5.0,3.0,,,,,,1,10.0,10.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,50.0,0.0,,,,,,,,,,10.0,,,50.0,,10.0,10.0,1,20.8367228549612,1
12015202120670001,1201520212067000101,12,1,52,2,12067,1,01,1,507,1,,1,3.0,1.0,20.0,5.0,100.0,100.0,100.0,100.0,,3500.0,37.0,220.0,19.0,6.0,3000.0,37.0,220.0,19.0,100.0,,,500.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,30000.0,2.0,,,,,1,0.0,,,1.0,300.0,5.0,3.0,200.0,5.0,3.0,70.0,5.0,3.0,,,,,,1,100.0,100.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,350.0,0.0,,,,,,,,,,100.0,,,300.0,,100.0,100.0,1,22.9129943446625,1
12015202125970001,1201520212597000101,12,1,52,2,12597,1,01,1,507,1,,1,3.0,4.0,20.0,7.0,30.0,30.0,30.0,30.0,,1490.0,37.0,220.0,19.0,6.0,1465.0,37.0,220.0,19.0,100.0,,,25.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1300.0,2.0,,,,,,,1,0.0,,,1.0,32.0,5.0,2.0,13.0,5.0,3.0,9.5,5.0,3.0,,,,,,1,30.0,30.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,149.0,0.0,,,,,,,,,,30.0,,,146.5,,30.0,30.0,1,34.6852990327179,1
12015302141980001,1201530214198000102,12,1,53,2,14198,1,02,2,507,1,,1,3.0,6.0,20.0,10.0,2.97,2.0956,2.97,2.0956,,150.0,37.0,220.0,19.0,6.0,100.0,37.0,220.0,19.0,100.0,,,50.0,,,,,,,0,0,1,1,2.0956,100.0,,,,,,1,0,,,,,,,1,900.0,2.0,,,,,,,1,0.0,,,1.0,,,,3.0,5.0,2.0,,,,,,,1.0,,1,2.97,2.0956,6.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,,,2.0956,,,10.0,2.0956,2.0956,2.0956,1,59.515974520602995,1
12015302141980002,1201530214198000201,12,1,53,2,14198,2,01,1,507,1,,0,3.0,1.0,20.0,4.0,7.0,4.9392,7.0,4.9392,,150.0,37.0,220.0,19.0,6.0,150.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,600.0,2.0,,,,,,,1,0.0,,,1.0,1.0,5.0,3.0,0.5,5.0,3.0,,,,,,,,,1,4.0,2.8224,1.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,,,4.9392,,,15.0,,4.9392,4.9392,1,61.8567853102754,1
12015302141980004,1201530214198000401,12,1,53,2,14198,4,01,1,507,1,,1,1.0,8.0,20.0,11.0,3.0,2.1168,3.0,2.1168,,150.0,37.0,220.0,19.0,2.0,150.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.1168,100.0,,,,,,1,0,,,,,,,1,600.0,2.0,,,,,,,1,0.0,,,1.0,3.0,5.0,2.0,2.0,5.0,2.0,,,,,,,,,1,3.0,2.1168,8.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,2.1168,,,,,15.0,2.1168,2.1168,2.1168,1,66.9487214695363,1
12015302145300001,1201530214530000101,12,1,53,2,14530,1,01,1,507,1,,1,3.0,8.0,20.0,12.0,160.0,112.896,160.0,112.896,,8200.0,37.0,220.0,19.0,6.0,8200.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,112.896,100.0,,,,,,1,0,,,,,,,1,32000.0,2.0,16000.0,2.0,,,,,1,0.0,,,1.0,960.0,5.0,3.0,240.0,5.0,2.0,112.0,5.0,2.0,,,,8.0,,1,160.0,112.896,8.0,1.0,507.0,,507.0,,2.0,,4.0,820.0,0.0,,,,,,,,,,112.896,,,820.0,112.896,112.896,112.896,1,22.0587239802097,1
12015302146160003,1201530214616000302,12,1,53,2,14616,3,02,1,507,1,,1,2.0,12.0,19.0,4.0,1.25,0.882,1.25,0.882,,30.0,37.0,220.0,19.0,2.0,30.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,350.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,1.5,5.0,2.0,1.0,5.0,2.0,,,,,,1,1.25,0.882,12.0,1.0,507.0,,507.0,,2.0,,4.0,3.0,0.0,,,,,,,,,0.882,,,,3.0,,0.882,0.882,1,4.96679640054375,1
12015302146830009,1201530214683000901,12,1,53,2,14683,9,01,1,507,1,,1,2.0,1.0,20.0,4.0,9.0,9.0,9.0,9.0,,405.0,37.0,220.0,19.0,6.0,405.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2700.0,2.0,,,,,,,1,0.0,,,1.0,18.0,5.0,2.0,,,,,,,,,,,,1,9.0,9.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,40.5,0.0,,,,,,,,,9.0,,,,40.5,,9.0,9.0,1,47.09950798724339,1
12015351000993335,1201535100099333503,12,1,53,51,99,3335,03,2,507,1,,1,2.0,6.0,20.0,10.0,279.0,279.0,279.0,279.0,,8055.0,37.0,220.0,19.0,6.0,8055.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,279.0,100.0,,,,,,1,0,,,,,,,1,837.0,2.0,837.0,2.0,,,,,1,0.0,,,1.0,279.0,5.0,2.0,,,,,,,,,,20.0,,1,279.0,279.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,805.5,0.0,,,,,,,,,279.0,,,,805.5,279.0,279.0,279.0,1,1.0,1
12015351000993345,1201535100099334502,12,1,53,51,99,3345,02,1,507,1,,1,2.0,1.0,20.0,4.0,168.0,168.0,168.0,168.0,,1100.0,37.0,220.0,19.0,6.0,1100.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,180.0,2.0,180.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,2.0,,,,,,,,,,,,1,168.0,168.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,110.0,0.0,,,,,,,,,168.0,,,,110.0,,168.0,168.0,1,1.0,1
12015351000993348,1201535100099334802,12,1,53,51,99,3348,02,2,507,1,,1,2.0,6.0,20.0,10.0,220.0,220.0,220.0,220.0,,12100.0,37.0,220.0,19.0,6.0,12100.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,220.0,100.0,,,,,,1,0,,,,,,,1,1980.0,2.0,1980.0,5.0,,,1980.0,2.0,1,0.0,,,1.0,220.0,5.0,2.0,,,,,,,,,,102.0,,1,220.0,220.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,1210.0,0.0,,,,,,,,,220.0,,,,1210.0,220.0,220.0,220.0,1,1.0,1
12015351000993355,1201535100099335502,12,1,53,51,99,3355,02,2,507,1,,1,2.0,6.0,20.0,10.0,144.0,144.0,144.0,144.0,,7200.0,37.0,220.0,19.0,6.0,7200.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1296.0,2.0,1296.0,2.0,,,,,1,0.0,,,1.0,144.0,5.0,4.0,,,,,,,,,,,,1,144.0,144.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,720.0,0.0,,,,,,,,,144.0,,,,720.0,,144.0,144.0,1,1.0,1
12015351000993360,1201535100099336002,12,1,53,51,99,3360,02,2,507,1,,1,2.0,6.0,20.0,10.0,200.0,200.0,200.0,200.0,,8000.0,37.0,220.0,19.0,6.0,8000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1800.0,2.0,1800.0,2.0,,,,,1,0.0,,,1.0,200.0,5.0,2.0,,,,,,,,,,53.0,,1,200.0,200.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,800.0,0.0,,,,,,,,,200.0,,,,800.0,,200.0,200.0,1,1.0,1
12015351000993362,1201535100099336202,12,1,53,51,99,3362,02,1,507,1,,1,2.0,1.0,20.0,5.0,139.0,139.0,139.0,139.0,,4170.0,37.0,220.0,19.0,2.0,4170.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1251.0,2.0,1251.0,2.0,,,,,1,0.0,,,1.0,139.0,5.0,2.0,,,,,,,,,,12.0,,1,139.0,139.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,417.0,0.0,,,,,,,,,139.0,,,,417.0,,139.0,139.0,1,1.0,1
12015351000993381,1201535100099338102,12,1,53,51,99,3381,02,1,507,1,,1,2.0,1.0,20.0,5.0,30.0,30.0,30.0,30.0,,1500.0,37.0,220.0,19.0,6.0,1500.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,270.0,2.0,270.0,2.0,,,,,1,0.0,,,1.0,30.0,5.0,2.0,,,,,,,,,,4.0,,1,30.0,30.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,150.0,0.0,,,,,,,,,30.0,,,,150.0,,30.0,30.0,1,1.0,1
12015351000993423,1201535100099342302,12,1,53,51,99,3423,02,2,507,1,,1,2.0,6.0,20.0,10.0,160.0,160.0,160.0,160.0,,8000.0,37.0,220.0,19.0,6.0,8000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1440.0,2.0,1440.0,2.0,,,,,1,0.0,,,1.0,160.0,5.0,2.0,,,,,,,,,,8.0,,1,160.0,160.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,800.0,0.0,,,,,,,,,160.0,,,,800.0,,160.0,160.0,1,1.0,1
12015361000993294,1201536100099329403,12,1,53,61,99,3294,03,1,507,1,,1,2.0,1.0,20.0,5.0,70.0,70.0,70.0,70.0,,2800.0,37.0,220.0,19.0,6.0,2800.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,630.0,2.0,630.0,2.0,,,,,1,0.0,,,1.0,70.0,5.0,4.0,,,,,,,,,,4.0,,1,70.0,70.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,280.0,0.0,,,,,,,,,70.0,,,,280.0,,70.0,70.0,1,1.0,1
12015402122710001,1201540212271000102,12,1,54,2,12271,1,02,1,507,1,,1,1.0,1.0,20.0,5.0,3.75,3.75,3.75,3.75,,50.0,37.0,220.0,19.0,6.0,50.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1000.0,2.0,,,,,,,1,0.0,,,1.0,7.0,1.0,1.0,,,,,,,,,,,,1,3.75,3.75,1.0,1.0,507.0,,507.0,,2.0,,4.0,5.0,0.0,,,,,,,,3.75,,,,,5.0,,3.75,3.75,1,72.94895520586998,1
12015402122710003,1201540212271000301,12,1,54,2,12271,3,01,1,507,1,,0,1.0,1.0,20.0,4.0,2.5,1.764,2.5,1.764,,26.0,37.0,220.0,19.0,2.0,26.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,50.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,0.5,5.0,2.0,,,,,,,,,1,2.5,1.764,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.6,0.0,,,,,,,,1.764,,,,,2.6,,1.764,1.764,1,87.2092545435914,1
12015402122710004,1201540212271000402,12,1,54,2,12271,4,02,1,507,1,,1,2.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,50.0,37.0,220.0,19.0,6.0,40.0,37.0,220.0,19.0,100.0,,10.0,,,,,,,,0,0,1,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,1.0,5.0,4.0,0.5,5.0,2.0,,,,,,,,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,5.0,0.0,,,,,,,,,2.0,,,,4.0,,,2.0,1,22.12359208827489,1
12015402122710005,1201540212271000501,12,1,54,2,12271,5,01,1,507,1,,1,3.0,1.0,20.0,4.0,9.97,9.97,9.97,9.97,,500.0,37.0,220.0,19.0,6.0,500.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,3000.0,2.0,,,,,,,1,0.0,,,1.0,40.0,5.0,2.0,,,,,,,,,,8.0,,1,9.97,9.97,1.0,1.0,507.0,,507.0,,2.0,,4.0,50.0,0.0,,,,,,,,,,9.97,,,50.0,,9.97,9.97,1,34.865085104795,1
12015402122710006,1201540212271000601,12,1,54,2,12271,6,01,1,507,1,,1,2.0,1.0,20.0,5.0,0.5,0.3528,0.5,0.3528,,20.0,37.0,220.0,19.0,2.0,9.0,37.0,220.0,19.0,100.0,,11.0,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,1.0,3.0,,,,,1,0.0,,,1.0,1.0,5.0,1.0,0.5,5.0,2.0,,,,,,,,,1,0.5,0.3528,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.0,0.0,,,,,,,,,0.3528,,,,0.9,,0.3528,0.3528,1,42.1462694979499,1
12015402122710007,1201540212271000701,12,1,54,2,12271,7,01,1,507,1,,0,1.0,1.0,20.0,5.0,2.0,1.4112,2.0,1.4112,,80.0,37.0,220.0,19.0,2.0,77.0,37.0,220.0,19.0,100.0,,2.0,,,,1.0,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,2.0,1.4112,1.0,1.0,507.0,,507.0,,2.0,,4.0,8.0,0.0,,,,,,,,1.4112,,,,,7.7,,1.4112,1.4112,1,38.40639747774279,1
12015402122710010,1201540212271001001,12,1,54,2,12271,10,01,1,507,1,,1,1.0,1.0,20.0,4.0,2.0,1.4112,2.0,1.4112,,49.0,37.0,220.0,19.0,1.0,29.0,37.0,220.0,19.0,100.0,,,20.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,300.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,1.0,5.0,2.0,,,,,,1,2.0,1.4112,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.9,0.0,,,,,,,,1.4112,,,,,2.9,,1.4112,1.4112,1,18.228037146067802,1
12015402122710011,1201540212271001101,12,1,54,2,12271,11,01,1,507,1,,1,1.0,1.0,20.0,5.0,4.0,2.8224,4.0,2.8224,,90.0,37.0,220.0,19.0,2.0,90.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,,,,,,,1,1.0,4.0,5.0,0.0,,,,,,,,,,,,,1.0,,1,4.0,2.8224,1.0,1.0,507.0,,507.0,,2.0,,4.0,9.0,0.0,,,,,,,,2.8224,,,,,9.0,,2.8224,2.8224,1,50.746630423367606,1
12015402122710012,1201540212271001201,12,1,54,2,12271,12,01,2,507,1,,1,1.0,6.0,20.0,9.0,1.0,0.7056,1.0,0.7056,,35.0,37.0,220.0,19.0,6.0,35.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,0.7056,,,,,,100.0,1,1,,,,,1.0,1.0,1,300.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,,,,2.0,5.0,1.0,,,1,1.0,0.7056,6.0,1.0,507.0,,507.0,,2.0,,4.0,3.5,0.0,,,,,,,,0.7056,,,,,3.5,0.7056,0.7056,0.7056,1,41.1665246086245,1
12015402122710015,1201540212271001502,12,1,54,2,12271,15,02,1,507,1,,1,1.0,1.0,20.0,4.0,1.25,0.882,1.25,0.882,,47.0,37.0,220.0,19.0,6.0,,,,,,,20.0,27.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,100.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,,,,,,,,,,,,1,1.25,0.882,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.7,0.0,,,,,,,,0.882,,,,,,,0.882,0.882,1,72.2965299807424,1
12015402122710018,1201540212271001801,12,1,54,2,12271,18,01,1,507,1,,1,1.0,1.0,20.0,5.0,8.0,8.0,8.0,8.0,,240.0,37.0,220.0,19.0,6.0,240.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,3600.0,2.0,,,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,,,,,,,,,1,8.0,8.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,24.0,0.0,,,,,,,,8.0,,,,,24.0,,8.0,8.0,1,69.2649287035752,1
12015402126120006,1201540212612000601,12,1,54,2,12612,6,01,1,507,1,,1,1.0,1.0,20.0,4.0,1.5,1.5,1.5,1.5,,24.0,37.0,220.0,19.0,2.0,24.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,150.0,2.0,225.0,2.0,,,,,1,0.0,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,1,1.5,1.5,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.4,0.0,,,,,,,,1.5,,,,,2.4,,1.5,1.5,1,161.017976372065,1
12015402126120007,1201540212612000701,12,1,54,2,12612,7,01,1,507,1,,1,1.0,3.0,20.0,6.0,9.9,9.9,9.9,9.9,,198.0,37.0,220.0,19.0,2.0,198.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,800.0,2.0,,,,,,,1,0.0,,,1.0,5.0,5.0,1.0,2.0,5.0,2.0,,,,,,,,2.0,1,9.9,9.9,4.0,1.0,507.0,,507.0,,2.0,,4.0,19.8,0.0,,,,,,,,9.9,,,,,19.8,,9.9,9.9,1,63.858921389024715,1
12015402130250002,1201540213025000201,12,1,54,2,13025,2,01,3,507,1,,1,1.0,8.0,20.0,12.0,110.0,110.0,110.0,110.0,,8250.0,37.0,220.0,19.0,6.0,8250.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,110.0,100.0,,,,,,1,0,,,,,,,1,33000.0,2.0,,,,,,,1,0.0,,,1.0,,,,110.0,5.0,2.0,,,,,,,,,1,110.0,110.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,825.0,0.0,,,,,,,,110.0,,,,,825.0,110.0,110.0,110.0,1,17.4668097583027,1
12015451000993356,1201545100099335602,12,1,54,51,99,3356,02,3,507,1,,1,3.0,9.0,20.0,12.0,240.0,240.0,240.0,240.0,,12000.0,37.0,220.0,19.0,6.0,12000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,240.0,100.0,,,,,,1,0,,,,,,,1,2160.0,2.0,2160.0,2.0,,,,,1,0.0,,,1.0,240.0,5.0,2.0,720.0,5.0,2.0,,,,,,,61.0,,1,240.0,240.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,1200.0,0.0,,,,,,,,,,240.0,,,1200.0,240.0,240.0,240.0,1,1.0,1
12015451000993395,1201545100099339502,12,1,54,51,99,3395,02,3,507,1,,1,3.0,9.0,20.0,12.0,80.0,80.0,80.0,80.0,,7000.0,37.0,220.0,19.0,6.0,7000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,80.0,100.0,,,,,,1,0,,,,,,,1,720.0,2.0,720.0,2.0,,,,,1,0.0,,,1.0,80.0,5.0,2.0,240.0,5.0,2.0,,,,,,,41.0,,1,80.0,80.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,700.0,0.0,,,,,,,,,,80.0,,,700.0,80.0,80.0,80.0,1,1.0,1
12015502129420001,1201550212942000101,12,1,55,2,12942,1,01,1,507,1,,1,1.0,7.0,20.0,11.0,50.0,35.28,50.0,35.28,,2500.0,37.0,215.0,19.0,6.0,2500.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,35.28,100.0,,,,,,1,0,,,,,,,1,70.0,3.0,140.0,3.0,40.0,3.0,,,1,0.0,,,1.0,32.0,5.0,2.0,30.0,5.0,2.0,144.0,5.0,2.0,,,,,,1,50.0,35.28,7.0,1.0,507.0,,507.0,,2.0,,4.0,244.31818181818198,0.0,,,,,,,,35.28,,,,,244.31818181818198,35.28,35.28,35.28,1,68.3724396631717,1
12015551000993402,1201555100099340202,12,1,55,51,99,3402,02,1,507,1,,1,2.0,1.0,20.0,5.0,200.0,200.0,200.0,200.0,,8000.0,37.0,210.0,19.0,6.0,8000.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,200.0,2.0,,,,,1,0.0,,,1.0,200.0,5.0,2.0,,,,,,,,,,17.0,,1,200.0,200.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,763.636363636364,0.0,,,,,,,,,200.0,,,,763.636363636364,,200.0,200.0,1,1.0,1
